input	output	language
N 'olw 'ensonga eyo , emiwendo gy 'ebintu ebiri ku mutimbagano n 'egya bondo gikyukakyuka mangu . "	N_O 'olw_O 'ensonga_O eyo_O ,_O emiwendo_O gy_O 'ebintu_O ebiri_O ku_O mutimbagano_O n_O 'egya_O bondo_O gikyukakyuka_O mangu_O ._O "_O	lug
Frankfurt kye kyali ekifo ekimu eky 'amaanyi mu Bulaaya .	Frankfurt_B-LOC kye_O kyali_O ekifo_O ekimu_O eky_O 'amaanyi_O mu_O Bulaaya_B-LOC ._O	lug
Obusuubuzi bw 'oku mutimbagano bwakomekkerezebwa ku bitundu 0.25 ku kikumi n 'omutindo gwa IBIS ogw 'oku mutimbagano gwalinnya kumpi ebitundu 0.4 ku kikumi , olw 'okweyongera kw 'emirimu gy 'emikutu gy 'eby 'eddagala . "	Obusuubuzi_O bw_O 'oku_O mutimbagano_O bwakomekkerezebwa_O ku_O bitundu_O 0.25_O ku_O kikumi_O n_O 'omutindo_O gwa_O IBIS_O ogw_O 'oku_O mutimbagano_O gwalinnya_O kumpi_O ebitundu_O 0.4_O ku_O kikumi_O ,_O olw_O 'okweyongera_O kw_O 'emirimu_O gy_O 'emikutu_O gy_O 'eby_O 'eddagala_O ._O "_O	lug
Akatale kakolera ku misingi 100 ku buli kikumi mu kiseera kino ng 'ebirowoozo by 'emiwendo gy 'amagoba biggwaawo - byonna mawulire ga kkampuni , " omusuubuzi omu bwe yagambye .	Akatale_O kakolera_O ku_O misingi_O 100_O ku_O buli_O kikumi_O mu_O kiseera_O kino_O ng_O 'ebirowoozo_O by_O 'emiwendo_O gy_O 'amagoba_O biggwaawo_O -_O byonna_O mawulire_O ga_O kkampuni_O ,_O "_O omusuubuzi_O omu_O bwe_O yagambye_O ._O	lug
Emigabo gy 'e Bufalansa gyakendeera mpolampola wakati mu kweraliikirira okw 'amaanyi olw 'ekyeya ekizibu eri gavumenti era nga nakyo kyonoonye ku franc , abasuubuzi bwe bategeezezza .	Emigabo_O gy_O 'e_O Bufalansa_O gyakendeera_O mpolampola_O wakati_O mu_O kweraliikirira_O okw_O 'amaanyi_O olw_O 'ekyeya_O ekizibu_O eri_O gavumenti_O era_O nga_O nakyo_O kyonoonye_O ku_O franc_O ,_O abasuubuzi_O bwe_O bategeezezza_O ._O	lug
Ebbeeyi ya bboodi yakendeera era franc yabalirwa ku 3.4210 per mark omulundi ogusoose okuva nga 13 Ogwomunaana ng' okweraliikirira ebikwata ku bajeti ya gavumenti ey' omwaka ogujja n' ensimbi y' Amerika ennafu byagulumiza mark era ne binyigiriza ebyobusuubuzi mu Bufalansa .	Ebbeeyi_O ya_O bboodi_O yakendeera_O era_O franc_O yabalirwa_O ku_O 3.4210_O per_O mark_O omulundi_O ogusoose_O okuva_O nga_O 13_O Ogwomunaana_O ng'_O okweraliikirira_O ebikwata_O ku_O bajeti_O ya_O gavumenti_O ey'_O omwaka_O ogujja_O n'_O ensimbi_O y'_O Amerika_B-LOC ennafu_O byagulumiza_O mark_O era_O ne_O binyigiriza_O ebyobusuubuzi_O mu_O Bufalansa_O ._O	lug
" Ng 'oggyeeko Tankan , tewali kintu kirala kyonna okutuusa omuwendo gw 'emirimu mu Amerika wiiki ejja , " bw 'atyo omusuubuzi wa bbanka mu Bungereza bwe yagamba . "	"_O Ng_O 'oggyeeko_O Tankan_B-ORG ,_O tewali_O kintu_O kirala_O kyonna_O okutuusa_O omuwendo_O gw_O 'emirimu_O mu_O Amerika_B-LOC wiiki_O ejja_O ,_O "_O bw_O 'atyo_O omusuubuzi_O wa_O bbanka_O mu_O Bungereza_B-LOC bwe_O yagamba_O ._O "_O	lug
Embeera embi ey 'ekyeya ekyaliwo mu katale . "	Embeera_O embi_O ey_O 'ekyeya_O ekyaliwo_O mu_O katale_O ._O "_O	lug
Ebisanja by 'ensimbi eby 'ebweru bitwala alipoota ya Tankan ng' akabonero akakulu akalaga enkola y 'ensimbi y 'eggwanga mu biseera eby 'omu maaso .	Ebisanja_O by_O 'ensimbi_O eby_O 'ebweru_O bitwala_O alipoota_O ya_O Tankan_B-ORG ng'_O akabonero_O akakulu_O akalaga_O enkola_O y_O 'ensimbi_O y_O 'eggwanga_O mu_O biseera_O eby_O 'omu_O maaso_O ._O	lug
Bwe kiba kiraga obunafu mu by 'enfuna , alipoota ejja kuyamba ddoola okuddamu okufuna ettaka eryabuzibwawo ng 'ebirowoozo by 'okweyongera kw 'emiwendo gy 'omusaala mu Japan bigenda kukendeera .	Bwe_O kiba_O kiraga_O obunafu_O mu_O by_O 'enfuna_O ,_O alipoota_O ejja_O kuyamba_O ddoola_O okuddamu_O okufuna_O ettaka_O eryabuzibwawo_O ng_O 'ebirowoozo_O by_O 'okweyongera_O kw_O 'emiwendo_O gy_O 'omusaala_O mu_O Japan_O bigenda_O kukendeera_O ._O	lug
Mu kiseera kino ebisale bya Japan biri ku ntikko ya 0.5 % .	Mu_O kiseera_O kino_O ebisale_O bya_O Japan_O biri_O ku_O ntikko_O ya_O 0.5_O %_O ._O	lug
Omusolo gw' ddoola era gwali gukendedde olw' amaanyi g' edduuka lya Mark eri ssente z 'omu Bulaaya nga waliwo okweraliikirira okw 'amaanyi ku nteekateeka y 'omukago gwa Bulaaya oguyitibwa Economic and Monetary Union ( EMU ) .	Omusolo_O gw'_O ddoola_O era_O gwali_O gukendedde_O olw'_O amaanyi_O g'_O edduuka_O lya_O Mark_O eri_O ssente_O z_O 'omu_O Bulaaya_O nga_O waliwo_O okweraliikirira_O okw_O 'amaanyi_O ku_O nteekateeka_O y_O 'omukago_O gwa_O Bulaaya_B-LOC oguyitibwa_O Economic_O and_O Monetary_O Union_O (_O EMU_O )_O ._O	lug
Ensimbi z 'ebika	Ensimbi_O z_O 'ebika_O	lug
Doola yali ku 1,4788 marks ne 107.74 yen ku nkomerero y 'okusuubula mu Bulaaya bw 'ogeraageranya ku 1,4789 marks ne 107.55 yen ku Mmande .	Doola_O yali_O ku_O 1,4788_O marks_O ne_O 107.74_O yen_O ku_O nkomerero_O y_O 'okusuubula_O mu_O Bulaaya_O bw_O 'ogeraageranya_O ku_O 1,4789_O marks_O ne_O 107.55_O yen_O ku_O Mmande_O ._O	lug
BUSUUBUZI BWA BITUNDU	BUSUUBUZI_O BWA_O BITUNDU_O	lug
Omutindo gwa Financial Times-Stock Exchange ogw 'ebitundu 100 ebikulu mu Bungereza gugguddewo nga gukendedde ebitundu 1.8 ku 3,905.7 .	Omutindo_O gwa_O Financial_O Times-Stock_O Exchange_O ogw_O 'ebitundu_O 100_O ebikulu_O mu_O Bungereza_O gugguddewo_O nga_O gukendedde_O ebitundu_O 1.8_O ku_O 3,905.7_O ._O	lug
Mu Paris , omuwendo gwa CAC-40 gwaggwa nga gukendedde 2.43 ku 2,017.99 .	Mu_O Paris_B-LOC ,_O omuwendo_O gwa_O CAC-40_O gwaggwa_O nga_O gukendedde_O 2.43_O ku_O 2,017.99_O ._O	lug
Omuwendo gwa DAX ku bibanja 30 mu Frankfurt gwaggalwa nga gulinnye 6.48 ku 2,558.84 .	Omuwendo_O gwa_O DAX_O ku_O bibanja_O 30_O mu_O Frankfurt_B-LOC gwaggalwa_O nga_O gulinnye_O 6.48_O ku_O 2,558.84_O ._O	lug
EBIBUUWA EBIGULWA	EBIBUUWA_O EBIGULWA_O	lug
Zzaabu yaggaliddwa ku ddoola 388.55 obuwumbi , bw 'ogeraageranya n 'okuggalawo kw 'olunnaku lwa Mmande ku ddoola 388.75 mu butale bw 'ensi yonna .	Zzaabu_O yaggaliddwa_O ku_O ddoola_O 388.55_O obuwumbi_O ,_O bw_O 'ogeraageranya_O n_O 'okuggalawo_O kw_O 'olunnaku_O lwa_O Mmande_O ku_O ddoola_O 388.75_O mu_O butale_O bw_O 'ensi_O yonna_O ._O	lug
Ffeeza yaggwaako nga sente emu eweza ddoola 5.24 .	Ffeeza_O yaggwaako_O nga_O sente_O emu_O eweza_O ddoola_O 5.24_O ._O	lug
Abawambe abalala basumuluddwa ku nnyonyi ya Sudan eyabbiddwa .	Abawambe_O abalala_O basumuluddwa_O ku_O nnyonyi_O ya_O Sudan_O eyabbiddwa_O ._O	lug
STANSTED , Bungereza 1996-08-27	STANSTED_B-LOC ,_O Bungereza_B-LOC 1996-08-27_O	lug
Omwogezi w 'ekisaawe ky 'ennyonyi e Stansted agambye nti abawambe abatamanyiddwa baali baagala okulaba omu ku bammemba b 'ekibiina kya Iraq Community Association abeera mu Bungereza , ayitibwa Mr Sadiki , era nti poliisi yali egezaako okumunoonya .	Omwogezi_O w_O 'ekisaawe_O ky_O 'ennyonyi_O e_O Stansted_B-LOC agambye_O nti_O abawambe_O abatamanyiddwa_O baali_O baagala_O okulaba_O omu_O ku_O bammemba_O b_O 'ekibiina_O kya_O Iraq_B-ORG Community_I-ORG Association_I-ORG abeera_O mu_O Bungereza_O ,_O ayitibwa_O Mr_O Sadiki_B-PER ,_O era_O nti_O poliisi_O yali_O egezaako_O okumunoonya_O ._O	lug
Omwogezi wa poliisi Kim White agambye nti poliisi yakwataganye ne Sadiki era nga bagezaako okukola enteekateeka okumutwala e Stansted , mayiro 30 ( kilomita 48 ) mu bukiikakkono bwa London , okwogera n 'abawamba ennyonyi .	Omwogezi_O wa_O poliisi_O Kim_B-PER White_I-PER agambye_O nti_O poliisi_O yakwataganye_O ne_O Sadiki_B-PER era_O nga_O bagezaako_O okukola_O enteekateeka_O okumutwala_O e_O Stansted_B-LOC ,_O mayiro_O 30_O (_O kilomita_O 48_O )_O mu_O bukiikakkono_O bwa_O London_B-LOC ,_O okwogera_O n_O 'abawamba_O ennyonyi_O ._O	lug
Omwogezi w' ku kisaawe ky 'ennyonyi agambye nti abawambe omukaaga , poliisi b 'egambye nti baali balina amagrenade era oboolyawo n 'ebintu ebirala ebiwunya , bateeberezebwa okuba bannansi ba Iraq .	Omwogezi_O w'_O ku_O kisaawe_O ky_O 'ennyonyi_O agambye_O nti_O abawambe_O omukaaga_O ,_O poliisi_O b_O 'egambye_O nti_O baali_O balina_O amagrenade_O era_O oboolyawo_O n_O 'ebintu_O ebirala_O ebiwunya_O ,_O bateeberezebwa_O okuba_O bannansi_O ba_O Iraq_O ._O	lug
Ababbi baatandika okufulumya abantu ku nnyonyi ya Airbus mu bibinja bya 10 , nga batandikira ku bakazi n 'abaana , mu ekyo poliisi kye yayita " okufulumya okw 'obwegendereza " .	Ababbi_O baatandika_O okufulumya_O abantu_O ku_O nnyonyi_O ya_O Airbus_O mu_O bibinja_O bya_O 10_O ,_O nga_O batandikira_O ku_O bakazi_O n_O 'abaana_O ,_O mu_O ekyo_O poliisi_O kye_O yayita_O "_O okufulumya_O okw_O 'obwegendereza_O "_O ._O	lug
Poliisi egamba nti abasaabaze abasinga baali ba Sudan naye nga waliwo n 'omuwendo ogutamanyiddwa ogw 'Abairaaki , Abajordan , Abapalesitayini , Abasuuli n 'Abasuudi .	Poliisi_O egamba_O nti_O abasaabaze_O abasinga_O baali_O ba_O Sudan_O naye_O nga_O waliwo_O n_O 'omuwendo_O ogutamanyiddwa_O ogw_O 'Abairaaki_O ,_O Abajordan_O ,_O Abapalesitayini_O ,_O Abasuuli_O n_O 'Abasuudi_O ._O	lug
Oluvannyuma baategeezezza nti omuwendo gw 'abasaabaze abaasumululwa okuva mu nnyonyi batuuse ku 80 .	Oluvannyuma_O baategeezezza_O nti_O omuwendo_O gw_O 'abasaabaze_O abaasumululwa_O okuva_O mu_O nnyonyi_O batuuse_O ku_O 80_O ._O	lug
" Abalwanyisa obutonde bw 'ensi " balumba abazimbi b 'ebizimbe mu Bungereza .	"_O Abalwanyisa_O obutonde_O bw_O 'ensi_O "_O balumba_O abazimbi_O b_O 'ebizimbe_O mu_O Bungereza_B-LOC ._O	lug
Edna Fernandes	Edna_B-PER Fernandes_I-PER	lug
LONDON 1996-08-27 bye bye bye bye bye	LONDON_B-LOC 1996-08-27_O bye_O bye_O bye_O bye_O bye_O	lug
Olutalo lw 'obutonde bw 'ensi lwatandise mu makolero g 'okuzimba mu Bungereza , nga lulumba abamu ku makolero agasinga obunene ng 'abalwanirizi balekera awo okwekalakaasa mu mirembe era nga banoonya okukuba abazimbi we kibakosa - amagoba gaabwe .	Olutalo_O lw_O 'obutonde_O bw_O 'ensi_O lwatandise_O mu_O makolero_O g_O 'okuzimba_O mu_O Bungereza_O ,_O nga_O lulumba_O abamu_O ku_O makolero_O agasinga_O obunene_O ng_O 'abalwanirizi_O balekera_O awo_O okwekalakaasa_O mu_O mirembe_O era_O nga_O banoonya_O okukuba_O abazimbi_O we_O kibakosa_O -_O amagoba_O gaabwe_O ._O	lug
Ekitongole ekimu mu Bungereza kyakiyita " eco-terrorism , " era kitwalibwa ng' akabi ak 'amaanyi mu by 'obusuubuzi mu myaka gya 1990 .	Ekitongole_O ekimu_O mu_O Bungereza_O kyakiyita_O "_O eco-terrorism_O ,_O "_O era_O kitwalibwa_O ng'_O akabi_O ak_O 'amaanyi_O mu_O by_O 'obusuubuzi_O mu_O myaka_O gya_O 1990_O ._O	lug
Amannya amatutumufu nga Tarmac Plc , Costain Group Plc ne ARC , ekitongole kya Hanson Plc , byonna byalumbibwa .	Amannya_O amatutumufu_O nga_O Tarmac_B-ORG Plc_I-ORG ,_O Costain_B-ORG Group_I-ORG Plc_I-ORG ne_O ARC_B-ORG ,_O ekitongole_O kya_O Hanson_B-ORG Plc_I-ORG ,_O byonna_O byalumbibwa_O ._O	lug
Ebibinja by 'abanoonyi b 'obubudamu mu Bungereza tebakyabitunuulira ng 'eby 'obulabe , ebibiina ebitegekeddwa obubi eby 'abayizi n 'aba hippie .	Ebibinja_O by_O 'abanoonyi_O b_O 'obubudamu_O mu_O Bungereza_O tebakyabitunuulira_O ng_O 'eby_O 'obulabe_O ,_O ebibiina_O ebitegekeddwa_O obubi_O eby_O 'abayizi_O n_O 'aba_O hippie_O ._O	lug
David Harding , omwogezi wa ARC , kkampuni ya Hanson ekola ebizimbisibwa yagamba nti : " Oyinza okubalaba nga balwanirira eddembe ly 'obuntu . "	David_B-PER Harding_I-PER ,_O omwogezi_O wa_O ARC_B-ORG ,_O kkampuni_O ya_O Hanson_B-ORG ekola_O ebizimbisibwa_O yagamba_O nti_O :_O "_O Oyinza_O okubalaba_O nga_O balwanirira_O eddembe_O ly_O 'obuntu_O ._O "_O	lug
Batambula n 'amasimu g 'omu ngalo n 'ebyuma by 'okukwata ebifaananyi , bakolagana era ne bakuŋŋaanya obuwagizi bw 'okulaga okuyita ku yintaneeti - twogera ku ntegeka ey 'ekikugu ennyo . "	Batambula_O n_O 'amasimu_O g_O 'omu_O ngalo_O n_O 'ebyuma_O by_O 'okukwata_O ebifaananyi_O ,_O bakolagana_O era_O ne_O bakuŋŋaanya_O obuwagizi_O bw_O 'okulaga_O okuyita_O ku_O yintaneeti_O -_O twogera_O ku_O ntegeka_O ey_O 'ekikugu_O ennyo_O ._O "_O	lug
Ng 'oggyeeko eby 'obulabe mu by 'ensimbi , kkampuni nazo zissa essira ku nkola za " butemu " ezikozesebwa .	Ng_O 'oggyeeko_O eby_O 'obulabe_O mu_O by_O 'ensimbi_O ,_O kkampuni_O nazo_O zissa_O essira_O ku_O nkola_O za_O "_O butemu_O "_O ezikozesebwa_O ._O	lug
Omwogezi wa Costain yategeezezza Reuters nti : " Tufunye okwekalakaasa okw 'engeri zonna ku kitebe ekikulu n 'ennyumba y 'omukulu w 'ekitongole .	Omwogezi_O wa_O Costain_B-ORG yategeezezza_O Reuters_B-ORG nti_O :_O "_O Tufunye_O okwekalakaasa_O okw_O 'engeri_O zonna_O ku_O kitebe_O ekikulu_O n_O 'ennyumba_O y_O 'omukulu_O w_O 'ekitongole_O ._O	lug
Naye bwe kituuka ku b 'omu maka g 'abakozi - awo we kikoma . "	Naye_O bwe_O kituuka_O ku_O b_O 'omu_O maka_O g_O 'abakozi_O -_O awo_O we_O kikoma_O ._O "_O	lug
Obukodyo obukozesebwa ebibinja ebimu eby 'omu ttaka omuli ekibinja kya Berkshire Wood Elves , ekigaba empapula eziriko ebiragiro ku bbomu ezikolebwa awaka , kati poliisi ebinoonyerezaako .	Obukodyo_O obukozesebwa_O ebibinja_O ebimu_O eby_O 'omu_O ttaka_O omuli_O ekibinja_O kya_O Berkshire_B-ORG Wood_I-ORG Elves_I-ORG ,_O ekigaba_O empapula_O eziriko_O ebiragiro_O ku_O bbomu_O ezikolebwa_O awaka_O ,_O kati_O poliisi_O ebinoonyerezaako_O ._O	lug
Ebibiina ebirala ebinene omuli Earth First , The Land is Ours , Alarm UK ne Road Alert .	Ebibiina_O ebirala_O ebinene_O omuli_O Earth_B-ORG First_I-ORG ,_O The_B-ORG Land_I-ORG is_I-ORG Ours_I-ORG ,_O Alarm_B-ORG UK_I-ORG ne_O Road_B-ORG Alert_I-ORG ._O	lug
Ebibinja bino byalondedde pulojekiti ez 'enjawulo nga Newbury bypass ne luguudo lwa M3 okuyita mu Twyford Down mu bukiikaddyo bw 'essaza lya Hampshire .	Ebibinja_O bino_O byalondedde_O pulojekiti_O ez_O 'enjawulo_O nga_O Newbury_B-LOC bypass_O ne_O luguudo_O lwa_O M3_B-LOC okuyita_O mu_O Twyford_B-LOC Down_I-LOC mu_O bukiikaddyo_O bw_O 'essaza_O lya_O Hampshire_B-LOC ._O	lug
Naye era balwanirira ensonga ennene nga okuyimiriza enteekateeka ya gavumenti ey 'okuzimba enguudo n 'amaduuka ag 'ebbeeyi ag 'ebweru w 'ekibuga bye bagamba nti byongera okutaataaganya emmotoka , okwonoona obutonde n 'okulumya abantu b 'omu kitundu .	Naye_O era_O balwanirira_O ensonga_O ennene_O nga_O okuyimiriza_O enteekateeka_O ya_O gavumenti_O ey_O 'okuzimba_O enguudo_O n_O 'amaduuka_O ag_O 'ebbeeyi_O ag_O 'ebweru_O w_O 'ekibuga_O bye_O bagamba_O nti_O byongera_O okutaataaganya_O emmotoka_O ,_O okwonoona_O obutonde_O n_O 'okulumya_O abantu_O b_O 'omu_O kitundu_O ._O	lug
Gavumenti ekendeeza ku nsaasaanya yaayo ey 'okuzimba enguudo .	Gavumenti_O ekendeeza_O ku_O nsaasaanya_O yaayo_O ey_O 'okuzimba_O enguudo_O ._O	lug
Newankubadde okwemulugunya kuyinza okuba nga kwenyigidde mu kusalawo kuno okusingira ddala kutwalibwa nga okw 'ebyenfuna okusinga okw 'obutonde bw 'ensi .	Newankubadde_O okwemulugunya_O kuyinza_O okuba_O nga_O kwenyigidde_O mu_O kusalawo_O kuno_O okusingira_O ddala_O kutwalibwa_O nga_O okw_O 'ebyenfuna_O okusinga_O okw_O 'obutonde_O bw_O 'ensi_O ._O	lug
" Naye bali bulindaala okusinga bwe baali emyaka 3-4 egiyise .	"_O Naye_O bali_O bulindaala_O okusinga_O bwe_O baali_O emyaka_O 3-4_O egiyise_O ._O	lug
Tewali kubuusabuusa nti kati kino kizibu kya maanyi . "	Tewali_O kubuusabuusa_O nti_O kati_O kino_O kizibu_O kya_O maanyi_O ._O "_O	lug
Agamba nti obuvune bujja mu ngeri bbiri : " Obuvune obulabika - mu ngeri y 'ebbeeyi ey 'okweyongerayo , okwongera okw 'obukuumi , okutya abakozi n 'obuvune obutategeerekeka obuleetebwa okulangirirwa obubi . "	Agamba_O nti_O obuvune_O bujja_O mu_O ngeri_O bbiri_O :_O "_O Obuvune_O obulabika_O -_O mu_O ngeri_O y_O 'ebbeeyi_O ey_O 'okweyongerayo_O ,_O okwongera_O okw_O 'obukuumi_O ,_O okutya_O abakozi_O n_O 'obuvune_O obutategeerekeka_O obuleetebwa_O okulangirirwa_O obubi_O ._O "_O	lug
Watts yagambye nti ebisale by 'okwekalakaasa biyinza okuba eby 'amaanyi nga kkampuni emaze okussibwa mu ndagaano .	Watts_B-PER yagambye_O nti_O ebisale_O by_O 'okwekalakaasa_O biyinza_O okuba_O eby_O 'amaanyi_O nga_O kkampuni_O emaze_O okussibwa_O mu_O ndagaano_O ._O	lug
" Ntera okuwulira ku mutimbagano gw 'emikutu gy 'empuliziganya ebyogerwa nti kkampuni erina ebivuganyo ebitonotono ate nga n 'okwolesebwa okugoberera kitegeeza nti bakola pulojekiti nga bafiiriddwa . "	"_O Ntera_O okuwulira_O ku_O mutimbagano_O gw_O 'emikutu_O gy_O 'empuliziganya_O ebyogerwa_O nti_O kkampuni_O erina_O ebivuganyo_O ebitonotono_O ate_O nga_O n_O 'okwolesebwa_O okugoberera_O kitegeeza_O nti_O bakola_O pulojekiti_O nga_O bafiiriddwa_O ._O "_O	lug
ARC egamba nti si bakolopoota bokka abali ku ludda olusoose wabula n 'abaweesi nga bo bennyini .	ARC_B-ORG egamba_O nti_O si_O bakolopoota_O bokka_O abali_O ku_O ludda_O olusoose_O wabula_O n_O 'abaweesi_O nga_O bo_O bennyini_O ._O	lug
Ebizimbe byayo byalumbibwa oluvannyuma lw 'okukitegeera nti eyinza okuba nga y' egabira Newbury bypass .	Ebizimbe_O byayo_O byalumbibwa_O oluvannyuma_O lw_O 'okukitegeera_O nti_O eyinza_O okuba_O nga_O y'_O egabira_O Newbury_B-LOC bypass_O ._O	lug
Harding owa ARC yagamba nti : " Olutalo olwo lwayitibwa " Olutalo Olwasooka olw 'e Newbury . "	Harding_B-PER owa_O ARC_B-ORG yagamba_O nti_O :_O "_O Olutalo_O olwo_O lwayitibwa_O "_O Olutalo_O Olwasooka_O olw_O 'e_O Newbury_O ._O "_O	lug
" Twalina abajaasi ba Earth First 300 abaawamba ekifo kyaffe .	"_O Twalina_O abajaasi_O ba_O Earth_B-ORG First_I-ORG 300_O abaawamba_O ekifo_O kyaffe_O ._O	lug
Obubenje obubalirirwamu obukadde n 'obukadde bwa paawundi ( doola ) bwakolebwa mu lunaku lumu lwokka .	Obubenje_O obubalirirwamu_O obukadde_O n_O 'obukadde_O bwa_O paawundi_O (_O doola_O )_O bwakolebwa_O mu_O lunaku_O lumu_O lwokka_O ._O	lug
Ng 'oggyeko ekyo , kyandituviiriddemu okufiirwa eby 'obugagga byaffe n 'okuba n 'obukuumi obusingawo mu biseera eby 'omu maaso . "	Ng_O 'oggyeko_O ekyo_O ,_O kyandituviiriddemu_O okufiirwa_O eby_O 'obugagga_O byaffe_O n_O 'okuba_O n_O 'obukuumi_O obusingawo_O mu_O biseera_O eby_O 'omu_O maaso_O ._O "_O	lug
Simon Brown , omunoonyereza mu bbanka y 'ebyensimbi UBS , agambye nti embeera eno empya ereeseewo enkyukakyuka mu ngeri amakolero gye gatunuuliramu akabi akali mu pulojekiti .	Simon_B-PER Brown_I-PER ,_O omunoonyereza_O mu_O bbanka_O y_O 'ebyensimbi_O UBS_B-ORG ,_O agambye_O nti_O embeera_O eno_O empya_O ereeseewo_O enkyukakyuka_O mu_O ngeri_O amakolero_O gye_O gatunuuliramu_O akabi_O akali_O mu_O pulojekiti_O ._O	lug
Harding agamba nti n 'abalala bakoze kye kimu . "	Harding_B-PER agamba_O nti_O n_O 'abalala_O bakoze_O kye_O kimu_O ._O "_O	lug
Olw 'obulumbaganyi bw 'obutonde bw 'ensi tunoonyereza ku mirimu egiriko obutakkaanya okulaba oba amagoba gali amangi okwetikka ebintu ng 'ebyokwerinda ebirala . "	Olw_O 'obulumbaganyi_O bw_O 'obutonde_O bw_O 'ensi_O tunoonyereza_O ku_O mirimu_O egiriko_O obutakkaanya_O okulaba_O oba_O amagoba_O gali_O amangi_O okwetikka_O ebintu_O ng_O 'ebyokwerinda_O ebirala_O ._O "_O	lug
Mu makolero agali gakyabonaabona olw' ebisale ebitonotono , obuzito bw' ebikozesebwa n' obwetaavu obutagenda mu maaso , ebikolwa eby 'obunkenke mu mbeera y 'obutonde kye kintu ekikyasinze okuba eky 'omutawaana mu makolero g' ebizimbe .	Mu_O makolero_O agali_O gakyabonaabona_O olw'_O ebisale_O ebitonotono_O ,_O obuzito_O bw'_O ebikozesebwa_O n'_O obwetaavu_O obutagenda_O mu_O maaso_O ,_O ebikolwa_O eby_O 'obunkenke_O mu_O mbeera_O y_O 'obutonde_O kye_O kintu_O ekikyasinze_O okuba_O eky_O 'omutawaana_O mu_O makolero_O g'_O ebizimbe_O ._O	lug
Embaga ya London Carnival ekoma mu ssanyu .	Embaga_O ya_O London_O Carnival_O ekoma_O mu_O ssanyu_O ._O	lug
LONDON 1996-08-26 bye bye bye bye bye	LONDON_B-LOC 1996-08-26_O bye_O bye_O bye_O bye_O bye_O	lug
Poliisi egamba nti yakwata abantu 30 era waliwo abantu babiri abaalumiddwa emiggo .	Poliisi_O egamba_O nti_O yakwata_O abantu_O 30_O era_O waliwo_O abantu_O babiri_O abaalumiddwa_O emiggo_O ._O	lug
Naye tewaaliwo kuddibwamu kwa bifaananyi ebikambwe ebyabaddewo ku mbaga y 'oku nguudo , era poliisi yatendereza ebibiina by 'abantu mu nnaku bbiri ez 'embaga ng 'abalina empisa ennungi .	Naye_O tewaaliwo_O kuddibwamu_O kwa_O bifaananyi_O ebikambwe_O ebyabaddewo_O ku_O mbaga_O y_O 'oku_O nguudo_O ,_O era_O poliisi_O yatendereza_O ebibiina_O by_O 'abantu_O mu_O nnaku_O bbiri_O ez_O 'embaga_O ng_O 'abalina_O empisa_O ennungi_O ._O	lug
Poliisi ezisoba mu 400 zaalumiziddwa mu kwekalakaasa okwaliwo mu 1976 ng' omukolo guno ogubaddewo kati mu mwaka gwago ogwa 31 , gufunye ettutumu ly 'ekizikiza nga kati gugenda mu maaso mpola mpola .	Poliisi_O ezisoba_O mu_O 400_O zaalumiziddwa_O mu_O kwekalakaasa_O okwaliwo_O mu_O 1976_O ng'_O omukolo_O guno_O ogubaddewo_O kati_O mu_O mwaka_O gwago_O ogwa_O 31_O ,_O gufunye_O ettutumu_O ly_O 'ekizikiza_O nga_O kati_O gugenda_O mu_O maaso_O mpola_O mpola_O ._O	lug
Abalina amaduuka bakyasiba amadirisa gaabwe era abatuuze bangi bava mu kibuga ku wiikendi , naye okumala emyaka ena oba etaano tewabaddewo butabanguko era n 'obumenyi bw 'amateeka butono ddala .	Abalina_O amaduuka_O bakyasiba_O amadirisa_O gaabwe_O era_O abatuuze_O bangi_O bava_O mu_O kibuga_O ku_O wiikendi_O ,_O naye_O okumala_O emyaka_O ena_O oba_O etaano_O tewabaddewo_O butabanguko_O era_O n_O 'obumenyi_O bw_O 'amateeka_O butono_O ddala_O ._O	lug
EKITUNDU KY' OFFICIAL JOURNAL - OJ C 248 EKYA AUGUST 26 , 1996 .	EKITUNDU_O KY'_O OFFICIAL_B-ORG JOURNAL_I-ORG -_O OJ_B-ORG C_O 248_O EKYA_O AUGUST_O 26_O ,_O 1996_O ._O	lug
*	*_O	lug
*	*_O	lug
EBIGENDERWA	EBIGENDERWA_O	lug
EKIGAMBO KY 'ABAKULEMBEZI K 'OLUKIIKO	EKIGAMBO_O KY_O 'ABAKULEMBEZI_O K_O 'OLUKIIKO_O	lug
EBIGENDERWA EBIGENDERWA I	EBIGENDERWA_O EBIGENDERWA_O I_O	lug
EBIGENDERWA A	EBIGENDERWA_O A_O	lug
EKIGAMBO KY 'EKIBUUZO KYA KATONDA ENKOMERERO Y 'EBIWANDIIKO .	EKIGAMBO_O KY_O 'EKIBUUZO_O KYA_O KATONDA_O ENKOMERERO_O Y_O 'EBIWANDIIKO_O ._O	lug
Olupapula lw 'amawulire olw 'e Indonesia lufulumizza alipoota ekwata ku bbanka enkulu .	Olupapula_O lw_O 'amawulire_O olw_O 'e_O Indonesia_B-LOC lufulumizza_O alipoota_O ekwata_O ku_O bbanka_O enkulu_O ._O	lug
JAKARTA 1996-08-27 bye bye bye bye bye bye	JAKARTA_B-LOC 1996-08-27_O bye_O bye_O bye_O bye_O bye_O bye_O	lug
