input	output	language
MINNESOTA 6 Texas 5	MINNESOTA_B-ORG 6_O Texas_B-ORG 5_O	kin
Imikino ya shampiyona y' umupira w' amaguru mu gihugu cya Porto iratangira ku busa .	Imikino_O ya_O shampiyona_O y'_O umupira_O w'_O amaguru_O mu_O gihugu_O cya_O Porto_B-LOC iratangira_O ku_O busa_O ._O	kin
LISBON 1996 - 25 Kanama	LISBON_B-LOC 1996_O -_O 25_O Kanama_O	kin
Ikipe ya Porto yatangije shampiyona itsinze Setubal ibitego 2-2 mu mukino wo kwishyura w' igikombe cy' igikombe cy' u Bubiligi , iyi kipe ifite amahirwe yo kubona igitego cyo kunganya mu minota y 'inyongera .	Ikipe_O ya_O Porto_B-ORG yatangije_O shampiyona_O itsinze_O Setubal_B-ORG ibitego_O 2-2_O mu_O mukino_O wo_O kwishyura_O w'_O igikombe_O cy'_O igikombe_O cy'_O u_O Bubiligi_O ,_O iyi_O kipe_O ifite_O amahirwe_O yo_O kubona_O igitego_O cyo_O kunganya_O mu_O minota_O y_O 'inyongera_O ._O	kin
Domingos yaje kwibohora atsinda igitego cyo kunganya mu minota y 'inyongera .	Domingos_B-PER yaje_O kwibohora_O atsinda_O igitego_O cyo_O kunganya_O mu_O minota_O y_O 'inyongera_O ._O	kin
Conde yatsinze igitego cye cya kabiri ku munota wa 70 .	Conde_B-PER yatsinze_O igitego_O cye_O cya_O kabiri_O ku_O munota_O wa_O 70_O ._O	kin
Benfica niyo yayoboye uyu mukino ariko kubura umukinnyi wo ku rwego rwo hejuru byagaragariye mu mukino wose ndetse ku munota wa 30 batakaje myugariro w 'ingenzi wa Brazil Valdo wakomeretse gato mu ivi .	Benfica_B-ORG niyo_O yayoboye_O uyu_O mukino_O ariko_O kubura_O umukinnyi_O wo_O ku_O rwego_O rwo_O hejuru_O byagaragariye_O mu_O mukino_O wose_O ndetse_O ku_O munota_O wa_O 30_O batakaje_O myugariro_O w_O 'ingenzi_O wa_O Brazil_O Valdo_B-PER wakomeretse_O gato_O mu_O ivi_O ._O	kin
Yasimbuwe na Paulao .	Yasimbuwe_O na_O Paulao_B-PER ._O	kin
Benfica yaje gufungura amazamu ku munota wa 81 kuri penaliti ya Helder nyuma y 'uko Luis Baltasar yakubise kapiteni wabo Joao Pinto imbere y' izuru ry' umusifuzi .	Benfica_B-ORG yaje_O gufungura_O amazamu_O ku_O munota_O wa_O 81_O kuri_O penaliti_O ya_O Helder_B-PER nyuma_O y_O 'uko_O Luis_B-PER Baltasar_I-PER yakubise_O kapiteni_O wabo_O Joao_B-PER Pinto_I-PER imbere_O y'_O izuru_O ry'_O umusifuzi_O ._O	kin
Umukinnyi Idalecio w' umunyezamu wa Braga yahaye ikipe ye igitego cyo kunganya iminota irindwi mbere y' itike ya nyuma n' igitego cy' umutwe ku rubuga rw' amazamu .	Umukinnyi_O Idalecio_B-PER w'_O umunyezamu_O wa_O Braga_B-ORG yahaye_O ikipe_O ye_O igitego_O cyo_O kunganya_O iminota_O irindwi_O mbere_O y'_O itike_O ya_O nyuma_O n'_O igitego_O cy'_O umutwe_O ku_O rubuga_O rw'_O amazamu_O ._O	kin
Umupira w 'amaguru - Ibyavuye mu irushanwa ryo mu cyiciro cya mbere muri Porutugali .	Umupira_O w_O 'amaguru_O -_O Ibyavuye_O mu_O irushanwa_O ryo_O mu_O cyiciro_O cya_O mbere_O muri_O Porutugali_O ._O	kin
LISBON 1996 - 25 Kanama	LISBON_B-LOC 1996_O -_O 25_O Kanama_O	kin
Ibyavuye mu isomo ry 'Igiporutugali	Ibyavuye_O mu_O isomo_O ry_O 'Igiporutugali_O	kin
Imikino y 'umupira w 'amaguru yo ku cyumweru :	Imikino_O y_O 'umupira_O w_O 'amaguru_O yo_O ku_O cyumweru_O :_O	kin
FC Porto 2 Setubal 2	FC_B-ORG Porto_I-ORG 2_O Setubal_B-ORG 2_O	kin
Benfica 1 Braga 1	Benfica_B-ORG 1_O Braga_B-ORG 1_O	kin
Guimaraes 4 Gil Vicente 2	Guimaraes_B-ORG 4_O Gil_B-ORG Vicente_I-ORG 2_O	kin
Umupira w' amaguru - FIORENTINA yatsinze na BATISTUTA byikubye kabiri .	Umupira_O w'_O amaguru_O -_O FIORENTINA_B-ORG yatsinze_O na_O BATISTUTA_B-PER byikubye_O kabiri_O ._O	kin
MILAN 1996 - 25 Kanama	MILAN_B-LOC 1996_O -_O 25_O Kanama_O	kin
Batistuta yahaye Fiorentina kuyobora umukino ku munota wa 11 .	Batistuta_B-PER yahaye_O Fiorentina_B-ORG kuyobora_O umukino_O ku_O munota_O wa_O 11_O ._O	kin
Umunya Suède , Stefan Schwarz , yamufatiye mu izamu , maze Batistuta akora ibisigaye , atsinda umukinnyi w' umunyabigwi , Franco Baresi , maze atsinda igitego .	Umunya_O Suède_B-LOC ,_O Stefan_B-PER Schwarz_I-PER ,_O yamufatiye_O mu_O izamu_O ,_O maze_O Batistuta_B-PER akora_O ibisigaye_O ,_O atsinda_O umukinnyi_O w'_O umunyabigwi_O ,_O Franco_B-PER Baresi_I-PER ,_O maze_O atsinda_O igitego_O ._O	kin
Imikino yakomeje kuba imwe kugeza ku minota ya nyuma , ariko Batistuta yahise afata umwanya wo kwishyura penaliti .	Imikino_O yakomeje_O kuba_O imwe_O kugeza_O ku_O minota_O ya_O nyuma_O ,_O ariko_O Batistuta_B-PER yahise_O afata_O umwanya_O wo_O kwishyura_O penaliti_O ._O	kin
Igitego cyo ku munota wa 83 cyatsinzwe na rutahizamu witwaga Batigol wakundwaga cyane n' abafana ba Fiorentina , cyatsinzwe n' ikipe ya Fiorentina yagaragaraga nk' ikipe ikomeye cyane .	Igitego_O cyo_O ku_O munota_O wa_O 83_O cyatsinzwe_O na_O rutahizamu_O witwaga_O Batigol_B-PER wakundwaga_O cyane_O n'_O abafana_B-ORG ba_I-ORG Fiorentina_I-ORG ,_O cyatsinzwe_O n'_B-ORG ikipe_I-ORG ya_I-ORG Fiorentina_I-ORG yagaragaraga_O nk'_O ikipe_O ikomeye_O cyane_O ._O	kin
Umukinnyi w 'umwaka wa Milan , George Weah , ntiyabonye umwanya mwiza mu gice cya mbere cy 'umukino , ariko n 'ubundi yasaga nk 'ufite umwanda mu gihe mugenzi we w 'umutaliyani , Roberto Baggio , atigeze akina kubera imvune .	Umukinnyi_O w_O 'umwaka_O wa_O Milan_B-ORG ,_O George_B-PER Weah_I-PER ,_O ntiyabonye_O umwanya_O mwiza_O mu_O gice_O cya_O mbere_O cy_O 'umukino_O ,_O ariko_O n_O 'ubundi_O yasaga_O nk_O 'ufite_O umwanda_O mu_O gihe_O mugenzi_O we_O w_O 'umutaliyani_O ,_O Roberto_B-PER Baggio_I-PER ,_O atigeze_O akina_O kubera_O imvune_O ._O	kin
Umukinnyi mushya w' Umunyaholandi Edgar Davids yinjiye mu kibuga mu gice cya kabiri asimbuye Milan ariko ntiyagize icyo ageraho .	Umukinnyi_O mushya_O w'_O Umunyaholandi_O Edgar_B-PER Davids_I-PER yinjiye_O mu_O kibuga_O mu_O gice_O cya_O kabiri_O asimbuye_O Milan_B-ORG ariko_O ntiyagize_O icyo_O ageraho_O ._O	kin
Shampiyona iratangira tariki ya 8 Nzeri .	Shampiyona_O iratangira_O tariki_O ya_O 8_O Nzeri_O ._O	kin
Umupira w 'amaguru : FIORENTINA yatsinze Milan mu gikombe cy' u Butaliyani .	Umupira_O w_O 'amaguru_O :_O FIORENTINA_B-ORG yatsinze_O Milan_B-ORG mu_O gikombe_O cy'_O u_O Butaliyani_O ._O	kin
MILAN 1996 - 25 Kanama	MILAN_B-LOC 1996_O -_O 25_O Kanama_O	kin
Abatsinze Igikombe cy 'u Butaliyani batsinze Fiorentina	Abatsinze_O Igikombe_O cy_O 'u_O Butaliyani_O batsinze_O Fiorentina_B-ORG	kin
shampiyona Milan 2-1 ( igice cya mbere 1-1 ) mu gihe cyo kwitegura shampiyona	shampiyona_O Milan_B-ORG 2-1_O (_O igice_O cya_O mbere_O 1-1_O )_O mu_O gihe_O cyo_O kwitegura_O shampiyona_O	kin
Supercoppa ( Igikombe cy 'Isi ) i Milan ku Cyumweru :	Supercoppa_O (_O Igikombe_O cy_O 'Isi_O )_O i_O Milan_B-LOC ku_O Cyumweru_O :_O	kin
Abatsinze igitego :	Abatsinze_O igitego_O :_O	kin
Fiorentina - Gabriel Batistuta ( uwa 11 , ufite amanota 83 )	Fiorentina_B-ORG -_O Gabriel_B-PER Batistuta_I-PER (_O uwa_O 11_O ,_O ufite_O amanota_O 83_O )_O	kin
Milan - Dejan Savicevic ( uwa 21 )	Milan_B-ORG -_O Dejan_B-PER Savicevic_I-PER (_O uwa_O 21_O )_O	kin
Abari bateranye : 29.582	Abari_O bateranye_O :_O 29.582_O	kin
Imikino y' umupira w' amaguru mu gihugu cya Noruveje ( NORWAY ELITE DIVISION )	Imikino_O y'_O umupira_O w'_O amaguru_O mu_O gihugu_O cya_O Noruveje_O (_O NORWAY_B-LOC ELITE_O DIVISION_O )_O	kin
OSLO 1996-08-25 Ibibazo by 'abaturage	OSLO_B-LOC 1996-08-25_O Ibibazo_O by_O 'abaturage_O	kin
Ibyavuye muri shampiyona y 'icyiciro cya mbere muri Norvege	Ibyavuye_O muri_O shampiyona_O y_O 'icyiciro_O cya_O mbere_O muri_O Norvege_O	kin
Imikino y 'umupira w 'amaguru mu mpera z 'icyumweru :	Imikino_O y_O 'umupira_O w_O 'amaguru_O mu_O mpera_O z_O 'icyumweru_O :_O	kin
Tromso 2 Kongsvinger 1	Tromso_B-ORG 2_O Kongsvinger_B-ORG 1_O	kin
Valerenga 3 Skeid 0	Valerenga_B-ORG 3_O Skeid_B-ORG 0_O	kin
Stabaek 4 Ibyuma bitanga amashanyarazi 0	Stabaek_B-ORG 4_O Ibyuma_B-ORG bitanga_I-ORG amashanyarazi_I-ORG 0_O	kin
Igishushanyo cya Molde 1 Bodo / Glimt 2	Igishushanyo_O cya_O Molde_B-ORG 1_O Bodo_B-ORG /_I-ORG Glimt_I-ORG 2_O	kin
Igiti cyitwa Viking 1 Moss 0	Igiti_O cyitwa_O Viking_B-ORG 1_O Moss_B-ORG 0_O	kin
Brann 7 Intangiriro 1	Brann_B-ORG 7_O Intangiriro_B-ORG 1_O	kin
Rosenborg 7 Umujyi wa Lillestrom 2	Rosenborg_B-ORG 7_O Umujyi_O wa_O Lillestrom_B-ORG 2_O	kin
Uko amakipe ahagaze nyuma y 'imikino yo mu mpera z 'icyumweru	Uko_O amakipe_O ahagaze_O nyuma_O y_O 'imikino_O yo_O mu_O mpera_O z_O 'icyumweru_O	kin
gutsinda , gutsindwa , ibitego byatsinzwe , byatsinzwe , amanota ) :	gutsinda_O ,_O gutsindwa_O ,_O ibitego_O byatsinzwe_O ,_O byatsinzwe_O ,_O amanota_O )_O :_O	kin
Rosenborg 20 14 4 2 68 21 46	Rosenborg_B-ORG 20_O 14_O 4_O 2_O 68_O 21_O 46_O	kin
Lillestrom 19 9 5 5 38 29 32	Lillestrom_B-ORG 19_O 9_O 5_O 5_O 38_O 29_O 32_O	kin
Skeid 19 10 2 7 29 30 32	Skeid_B-ORG 19_O 10_O 2_O 7_O 29_O 30_O 32_O	kin
Stabaek 20 7 8 5 41 34 29	Stabaek_B-ORG 20_O 7_O 8_O 5_O 41_O 34_O 29_O	kin
Uwitwa Brann 19 8 5 6 40 37 29	Uwitwa_O Brann_B-ORG 19_O 8_O 5_O 6_O 40_O 37_O 29_O	kin
Tromso 20 8 5 7 34 33 29	Tromso_B-ORG 20_O 8_O 5_O 7_O 34_O 33_O 29_O	kin
Icyitwa Viking 20 7 7 6 33 24 28	Icyitwa_O Viking_B-ORG 20_O 7_O 7_O 6_O 33_O 24_O 28_O	kin
Gushushanya 19 8 3 8 36 25 27	Gushushanya_B-ORG 19_O 8_O 3_O 8_O 36_O 25_O 27_O	kin
Bodo / Glimt 20 7 4 9 33 41 25	Bodo_B-ORG /_I-ORG Glimt_I-ORG 20_O 7_O 4_O 9_O 33_O 41_O 25_O	kin
Kongsvinger 20 7 4 9 26 38 25 Ibitekerezo	Kongsvinger_B-ORG 20_O 7_O 4_O 9_O 26_O 38_O 25_O Ibitekerezo_O	kin
Ibikoresho by 'amashanyarazi 20 7 4 9 27 40 25	Ibikoresho_B-ORG by_I-ORG 'amashanyarazi_I-ORG 20_O 7_O 4_O 9_O 27_O 40_O 25_O	kin
Valerenga 20 6 6 8 26 32 24	Valerenga_B-ORG 20_O 6_O 6_O 8_O 26_O 32_O 24_O	kin
Ibishyimbo 20 4 6 10 23 40 18	Ibishyimbo_B-ORG 20_O 4_O 6_O 10_O 23_O 40_O 18_O	kin
Intangiriro 20 3 3 14 26 56 12	Intangiriro_B-ORG 20_O 3_O 3_O 14_O 26_O 56_O 12_O	kin
Umupira w 'amaguru - Uko imikino yo mu cyiciro cya mbere mu Budage yagenze .	Umupira_O w_O 'amaguru_O -_O Uko_O imikino_O yo_O mu_O cyiciro_O cya_O mbere_O mu_O Budage_O yagenze_O ._O	kin
BONN 1996-08-25 Ibibazo by 'abaturage	BONN_B-LOC 1996-08-25_O Ibibazo_O by_O 'abaturage_O	kin
Incamake y 'icyiciro cya mbere cy 'ubudage	Incamake_O y_O 'icyiciro_O cya_O mbere_O cy_O 'ubudage_O	kin
Umukino wabaye ku Cyumweru :	Umukino_O wabaye_O ku_O Cyumweru_O :_O	kin
MSV Duisberg 0 Bayern Munich 4 ( Klinsmann ku mwanya wa 15 , Zieger ku mwanya wa 24 na	MSV_B-ORG Duisberg_I-ORG 0_O Bayern_B-ORG Munich_I-ORG 4_O (_O Klinsmann_B-PER ku_O mwanya_O wa_O 15_O ,_O Zieger_B-PER ku_O mwanya_O wa_O 24_O na_O	kin
Umuhanda wa 90 , Witechek 59 .	Umuhanda_O wa_O 90_O ,_O Witechek_B-PER 59_O ._O	kin
Igice cya kabiri 0-2 .	Igice_O cya_O kabiri_O 0-2_O ._O	kin
Abateranye : 30.000 .	Abateranye_O :_O 30.000_O ._O	kin
Umupira w 'amaguru : Uko imikino yo mu cyiciro cya mbere cy' u Budage yagenze .	Umupira_O w_O 'amaguru_O :_O Uko_O imikino_O yo_O mu_O cyiciro_O cya_O mbere_O cy'_O u_O Budage_O yagenze_O ._O	kin
BONN 1996-08-25 Ibibazo by 'abaturage	BONN_B-LOC 1996-08-25_O Ibibazo_O by_O 'abaturage_O	kin
Umusaruro wa shampiyona y 'icyiciro cya mbere mu Budage	Umusaruro_O wa_O shampiyona_O y_O 'icyiciro_O cya_O mbere_O mu_O Budage_O	kin
Umukino w 'umupira w 'amaguru uzaba ku cyumweru :	Umukino_O w_O 'umupira_O w_O 'amaguru_O uzaba_O ku_O cyumweru_O :_O	kin
MSV Duisberg 0 Bayern Munich 4	MSV_B-ORG Duisberg_I-ORG 0_O Bayern_B-ORG Munich_I-ORG 4_O	kin
Uko amakipe azahura muri Bundesliga nyuma y 'umukino wo ku Cyumweru	Uko_O amakipe_O azahura_O muri_O Bundesliga_O nyuma_O y_O 'umukino_O wo_O ku_O Cyumweru_O	kin
gukina , gutsinda , kunganya , gutsindwa , ibitego byatsinzwe , ibitego byatsinzwe , amanota ) :	gukina_O ,_O gutsinda_O ,_O kunganya_O ,_O gutsindwa_O ,_O ibitego_O byatsinzwe_O ,_O ibitego_O byatsinzwe_O ,_O amanota_O )_O :_O	kin
Köln 3 3 0 0 7 1 9	Köln_B-ORG 3_O 3_O 0_O 0_O 7_O 1_O 9_O	kin
Bayern Munich 3 2 1 0 7 2 7	Bayern_B-ORG Munich_I-ORG 3_O 2_O 1_O 0_O 7_O 2_O 7_O	kin
VfB Stuttgart 2 2 0 0 6 1 6	VfB_B-ORG Stuttgart_I-ORG 2_O 2_O 0_O 0_O 6_O 1_O 6_O	kin
Borussia Dortmund 3 2 0 1 9 5 6	Borussia_B-ORG Dortmund_I-ORG 3_O 2_O 0_O 1_O 9_O 5_O 6_O	kin
Hamburgo 3 2 0 1 7 3 6	Hamburgo_B-ORG 3_O 2_O 0_O 1_O 7_O 3_O 6_O	kin
Bayer Leverkusen 3 2 0 1 7 4 6	Bayer_B-ORG Leverkusen_I-ORG 3_O 2_O 0_O 1_O 7_O 4_O 6_O	kin
VfL Bochum 3 1 2 0 3 2 5	VfL_B-ORG Bochum_I-ORG 3_O 1_O 2_O 0_O 3_O 2_O 5_O	kin
Karlsruhe 2 1 1 0 5 3 4	Karlsruhe_B-ORG 2_O 1_O 1_O 0_O 5_O 3_O 4_O	kin
St Pauli 3 1 1 1 7 4	St_B-ORG Pauli_I-ORG 3_O 1_O 1_O 1_O 7_O 4_O	kin
1860 I Munich 3 1 0 2 3 5 3	1860_B-ORG I_I-ORG Munich_I-ORG 3_O 1_O 0_O 2_O 3_O 5_O 3_O	kin
Umugi wa Freiburg 3 1 0 2 5 10 3	Umugi_O wa_O Freiburg_B-ORG 3_O 1_O 0_O 2_O 5_O 10_O 3_O	kin
Fortuna Duesseldorf 3 1 0 2 1 7 3	Fortuna_B-ORG Duesseldorf_I-ORG 3_O 1_O 0_O 2_O 1_O 7_O 3_O	kin
Hansa Rostock 3 0 2 1 3 4 2	Hansa_B-ORG Rostock_I-ORG 3_O 0_O 2_O 1_O 3_O 4_O 2_O	kin
Arminia Bielefeld 3 0 2 1 2 3 2	Arminia_B-ORG Bielefeld_I-ORG 3_O 0_O 2_O 1_O 2_O 3_O 2_O	kin
Borussia Moenchengladbach 3 0 2 1 1 3 2	Borussia_B-ORG Moenchengladbach_I-ORG 3_O 0_O 2_O 1_O 1_O 3_O 2_O	kin
Schalke 3 0 2 1 4 8 2	Schalke_B-ORG 3_O 0_O 2_O 1_O 4_O 8_O 2_O	kin
Werder Bremen 3 0 1 2 4 6 1	Werder_B-ORG Bremen_I-ORG 3_O 0_O 1_O 2_O 4_O 6_O 1_O	kin
MSV Duisburg 3 0 0 3 1 8 0	MSV_B-ORG Duisburg_I-ORG 3_O 0_O 0_O 3_O 1_O 8_O 0_O	kin
Umupira w' amaguru - IBIRANGO byo mu cyiciro cya mbere cy' amakipe yo mu Busuwisi .	Umupira_O w'_O amaguru_O -_O IBIRANGO_O byo_O mu_O cyiciro_O cya_O mbere_O cy'_O amakipe_O yo_O mu_O Busuwisi_O ._O	kin
Ibyavuye muri shampiyona y 'icyiciro cya mbere mu Busuwisi	Ibyavuye_O muri_O shampiyona_O y_O 'icyiciro_O cya_O mbere_O mu_O Busuwisi_O	kin
Imikino yabaye mu mpera z 'icyumweru :	Imikino_O yabaye_O mu_O mpera_O z_O 'icyumweru_O :_O	kin
Inzige 2 Lucerne 2	Inzige_B-ORG 2_O Lucerne_B-ORG 2_O	kin
Lugano 1 Umujyi wa Basel 1	Lugano_B-ORG 1_O Umujyi_O wa_O Basel_B-ORG 1_O	kin
Neuchâtel 3 Ibirwa bya St Gallen 0	Neuchâtel_B-ORG 3_O Ibirwa_O bya_O St_B-ORG Gallen_I-ORG 0_O	kin
Imibare y 'abatsinze ( yashyizwe ku rutonde rw 'abatsinze , abatsinzwe , abatsinzwe , abatsinzwe , ibitego )	Imibare_O y_O 'abatsinze_O (_O yashyizwe_O ku_O rutonde_O rw_O 'abatsinze_O ,_O abatsinzwe_O ,_O abatsinzwe_O ,_O abatsinzwe_O ,_O ibitego_O )_O	kin
bashyigikiye , bamaganye , ibivugwa mu ngingo ya ) :	bashyigikiye_O ,_O bamaganye_O ,_O ibivugwa_O mu_O ngingo_O ya_O )_O :_O	kin
Umugi wa Neuchâtel 8 6 1 1 12 7 19	Umugi_O wa_O Neuchâtel_B-ORG 8_O 6_O 1_O 1_O 12_O 7_O 19_O	kin
Inzige 9 4 4 1 17 11 16	Inzige_B-ORG 9_O 4_O 4_O 1_O 17_O 11_O 16_O	kin
Umugi wa St. Gallen 9 4 4 1 6 5 16	Umugi_O wa_O St._B-ORG Gallen_O 9_O 4_O 4_O 1_O 6_O 5_O 16_O	kin
Lausanne 9 4 2 3 18 13 14	Lausanne_B-ORG 9_O 4_O 2_O 3_O 18_O 13_O 14_O	kin
Aarau 8 4 1 3 9 4 13	Aarau_B-ORG 8_O 4_O 1_O 3_O 9_O 4_O 13_O	kin
Siyoni 9 3 4 2 13 11 13	Siyoni_B-ORG 9_O 3_O 4_O 2_O 13_O 11_O 13_O	kin
Zurich 9 2 5 2 9 9 11	Zurich_B-ORG 9_O 2_O 5_O 2_O 9_O 9_O 11_O	kin
Basel 8 2 3 3 12 11 9	Basel_B-ORG 8_O 2_O 3_O 3_O 12_O 11_O 9_O	kin
Servette 9 2 3 4 10 12 9 Ibitekerezo byanyu	Servette_B-ORG 9_O 2_O 3_O 4_O 10_O 12_O 9_O Ibitekerezo_O byanyu_O	kin
Umujyi wa Lucerne 8 1 5 2 10 11 8	Umujyi_B-ORG wa_I-ORG Lucerne_I-ORG 8_O 1_O 5_O 2_O 10_O 11_O 8_O	kin
Lugano 9 1 4 4 6 15 7	Lugano_B-ORG 9_O 1_O 4_O 4_O 6_O 15_O 7_O	kin
Igihembo cy' amafaranga cya mbere mu marushanwa y' umupira w' amaguru mu Burayi .	Igihembo_O cy'_O amafaranga_O cya_O mbere_O mu_O marushanwa_O y'_O umupira_O w'_O amaguru_O mu_O Burayi_O ._O	kin
STUTTGART , mu Budage 1996-08-25	STUTTGART_B-LOC ,_O mu_B-LOC Budage_I-LOC 1996-08-25_O	kin
Igihembo cy 'amafaranga	Igihembo_O cy_O 'amafaranga_O	kin
Abatsinze muri European Tour nyuma y 'umukino wa German Open wabaye ku Cyumweru ( Ubwongereza )	Abatsinze_O muri_O European_O Tour_O nyuma_O y_O 'umukino_O wa_O German_O Open_O wabaye_O ku_O Cyumweru_O (_O Ubwongereza_B-LOC )_O	kin
keretse iyo byerekanwe ) :	keretse_O iyo_O byerekanwe_O )_O :_O	kin
1 . Ian Woosnam 480.618 by 'amayero y 'u Bwongereza	1_O ._O Ian_B-PER Woosnam_I-PER 480.618_O by_O 'amayero_O y_O 'u_O Bwongereza_O	kin
2 . Colin Montgomerie 429.449	2_O ._O Colin_B-PER Montgomerie_I-PER 429.449_O	kin
3 . Lee Westwood 301.972	3_O ._O Lee_B-PER Westwood_I-PER 301.972_O	kin
4 . Robert Allenby ( muri Ositaraliya ) 291.088	4_O ._O Robert_B-PER Allenby_I-PER (_O muri_B-LOC Ositaraliya_I-LOC )_O 291.088_O	kin
5 . Mark McNulty ( Zimbabwe ) 254.247	5_O ._O Mark_B-PER McNulty_I-PER (_O Zimbabwe_B-LOC )_O 254.247_O	kin
6 . Costantino Rocca ( u Butaliyani ) 253.337	6_O ._O Costantino_B-PER Rocca_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O 253.337_O	kin
7 . Andrew Coltart 246.077	7_O ._O Andrew_B-PER Coltart_I-PER 246.077_O	kin
8 . Wayne Riley ( wo muri Ositaraliya ) 233.713	8_O ._O Wayne_B-PER Riley_I-PER (_O wo_O muri_O Ositaraliya_B-LOC )_O 233.713_O	kin
9 . Raymond Russell abantu 229.360	9_O ._O Raymond_B-PER Russell_I-PER abantu_O 229.360_O	kin
10 . Stephen Ames ( wavuye muri Tirinite ) 211.175	10_O ._O Stephen_B-PER Ames_I-PER (_O wavuye_O muri_O Tirinite_B-LOC )_O 211.175_O	kin
12 . Paul McGinley ( Irilande ) 208.978	12_O ._O Paul_B-PER McGinley_I-PER (_O Irilande_B-LOC )_O 208.978_O	kin
13 . Paul Lawrie 207.990	13_O ._O Paul_B-PER Lawrie_I-PER 207.990_O	kin
14 . Padraig Harrington ( Irilande ) 202.593	14_O ._O Padraig_B-PER Harrington_I-PER (_O Irilande_B-LOC )_O 202.593_O	kin
15 . Retief Goosen ( Afrika y 'Epfo ) 188.143	15_O ._O Retief_B-PER Goosen_I-PER (_O Afrika_B-LOC y_I-LOC 'Epfo_I-LOC )_O 188.143_O	kin
16 . Jonathan Lomas 181.005	16_O ._O Jonathan_B-PER Lomas_I-PER 181.005_O	kin
17 . Paul Broadhurst 172.580	17_O ._O Paul_B-PER Broadhurst_I-PER 172.580_O	kin
18 . Peter Mitchell 170.952	18_O ._O Peter_B-PER Mitchell_I-PER 170.952_O	kin
19 . Jim Payne 165.150	19_O ._O Jim_B-PER Payne_I-PER 165.150_O	kin
20 . Russell Claydon 156.996	20_O ._O Russell_B-PER Claydon_I-PER 156.996_O	kin
Imikino yo gusiganwa ku magare - Igihembo cy' u Busuwisi .	Imikino_O yo_O gusiganwa_O ku_O magare_O -_O Igihembo_O cy'_O u_O Busuwisi_O ._O	kin
ZURICH 1996 - 25 Kanama	ZURICH_B-LOC 1996_O -_O 25_O Kanama_O	kin
Ibyavuye mu irushanwa rya 232km	Ibyavuye_O mu_O irushanwa_O rya_O 232km_O	kin
Igikombe cy 'Isi cy 'amagare cya Grand Prix yo mu Busuwisi kizaba ku Cyumweru :	Igikombe_O cy_O 'Isi_O cy_O 'amagare_O cya_O Grand_O Prix_O yo_O mu_O Busuwisi_O kizaba_O ku_O Cyumweru_O :_O	kin
1 . Andrea Ferrigato ( u Butaliyani ) Isaha 5 n 'iminota 51 n 'amasegonda 52	1_O ._O Andrea_B-PER Ferrigato_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O Isaha_O 5_O n_O 'iminota_O 51_O n_O 'amasegonda_O 52_O	kin
2 . Michele Bartoli ( u Butaliyani )	2_O ._O Michele_B-PER Bartoli_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O	kin
3 . Johan Museeuw ( u Bubiligi )	3_O ._O Johan_B-PER Museeuw_I-PER (_O u_B-LOC Bubiligi_I-LOC )_O	kin
5 . Francesco Casagrande ( u Butaliyani )	5_O ._O Francesco_B-PER Casagrande_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O	kin
6 . Alessandro Baronti ( u Butaliyani )	6_O ._O Alessandro_B-PER Baronti_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O	kin
7 . Frank Vandenbroucke ( Ububiligi ) bose icyarimwe	7_O ._O Frank_B-PER Vandenbroucke_I-PER (_O Ububiligi_B-LOC )_O bose_O icyarimwe_O	kin
8 . Fabio Baldato ( Ubutaliyani ) asigaye inyuma amasegonda 11	8_O ._O Fabio_B-PER Baldato_I-PER (_O Ubutaliyani_B-LOC )_O asigaye_O inyuma_O amasegonda_O 11_O	kin
9 . Maurizio Fondriest ( u Butaliyani )	9_O ._O Maurizio_B-PER Fondriest_I-PER (_O u_B-LOC Butaliyani_I-LOC )_O	kin
10 . Laurent Jalabert ( u Bufaransa ) bombi icyarimwe	10_O ._O Laurent_B-PER Jalabert_I-PER (_O u_B-LOC Bufaransa_I-LOC )_O bombi_O icyarimwe_O	kin
Imyanya y 'imbere mu gikombe cy 'isi ( nyuma y 'imikino 8 muri 11 ) :	Imyanya_O y_O 'imbere_O mu_O gikombe_O cy_O 'isi_O (_O nyuma_O y_O 'imikino_O 8_O muri_O 11_O )_O :_O	kin
2 . Ferrigato ya 112	2_O ._O Ferrigato_B-PER ya_O 112_O	kin
3 . Bartoli 108	3_O ._O Bartoli_B-PER 108_O	kin
4 . Stefano Zanini ( Ubutaliyani ) 88	4_O ._O Stefano_B-PER Zanini_I-PER (_O Ubutaliyani_B-LOC )_O 88_O	kin
5 . Armstrong afite imyaka 81	5_O ._O Armstrong_B-PER afite_O imyaka_O 81_O	kin
6 . Uwitwa Baldato 77	6_O ._O Uwitwa_O Baldato_B-PER 77_O	kin
7 . Alexandre Gontchenkov ( Ukraine ) 67	7_O ._O Alexandre_B-PER Gontchenkov_I-PER (_O Ukraine_B-LOC )_O 67_O	kin
8 . Gabriele Colombo ( Ubutaliyani ) 58	8_O ._O Gabriele_B-PER Colombo_I-PER (_O Ubutaliyani_B-LOC )_O 58_O	kin
