premise	hypothesis	output	language
Pero eso , por supuesto , requerirá un considerable sacrificio de una parte sustancial de la ciudadanía .	Mucha gente tendrá que hacer grandes sacrificios por ello .	entailment	es
Bien , algunas de las estaciones de aquí lo toman .	Algunas estaciones de la zona lo aceptarán .	entailment	es
Parece poco probable que esta observación sea aplicable a la figura del patinaje o al gobierno constitucional .	No es probable que se aplique en el patinaje gráfico o en el gobierno .	entailment	es
( 3 ) los efectos de las medidas ya adoptadas para reducir los pagos indebidos o las medidas correctivas adicionales necesarias .	Las acciones ya han sido adoptadas y producen impactos .	entailment	es
Clinton también estaba siendo engañoso , harwood dice , cuando negó tener una relación inapropiada con lewinsky .	Clinton mintió acerca de su relación con lewinsky .	entailment	es
Por ejemplo , desde 1998 gao ha publicado una serie de informes sobre medicaid en los que se destaca la insuficiente calidad de la atención sanitaria en algunas de las residencias de ancianos de la nación .	En una serie de informes de medicaid se puso de relieve la insuficiente calidad de la atención sanitaria .	entailment	es
""" por qué"	""" por qué es que tú"	entailment	es
Durante un tiempo , parecía como si la campaña iba a tener éxito , pero los acontecimientos políticos , junto con la cita de parnell como co-demandado en un escandaloso caso de divorcio , llevaron a muchos a retirar su apoyo .	Los problemas legales de parnell en torno a un divorcio escandaloso provocaron que la campaña sufriera .	entailment	es
Ubicado en la espléndida mansión del coleccionista de arte del siglo XIX edouard andre , el museo contiene una magnífica colección de pinturas francesas del renacimiento italiano , flamenco y del siglo XIX .	El Museo en la mansión de Andre .	entailment	es
La tienda de tarjetas acaba de salir del negocio hemos estado allí casi un año casi dos años pero la tienda era preciosa a todos les gustó la tienda les gustó el tipo de tarjetas y lo que tienes pero la ubicación era tan pobre	La tienda , aunque bien amada , tuvo que cerrar debido a su pobre ubicación .	entailment	es
La tía ya tenía dos de ellos , y vivía sola , después de que su tercer esposo y el séptimo novio en vivo la habían dejado .	La tía tenía tres maridos y siete viviendo en novios .	entailment	es
Como se indica en el cuadro , la ley de cielos claros produce mejoras relativamente modestas de la calidad del aire para alrededor de una cuarta parte de la población estadounidense ( es decir ,	Hay pequeñas mejoras en la calidad del aire que se dan por la ley de cielos claros .	entailment	es
Adrin estaba listo , una daga a mano delante y estoque en su mano trasera .	Adrin se quedó allí con ambas armas dibujadas .	entailment	es
Dado que una autoridad específica para llevar a cabo un proceso de pago rápido para la adquisición de bienes y servicios en los organismos existe tal como se establece en la circular de la omb y lejos , nuestro permiso no es necesario .	Nuestro permiso no es necesario debido a la circular circular a12513 y lejos .	entailment	es
Podríamos seguir con facilidad en esa vena , en nuestras versiones menos perfectas , y también puede extrañar a América , en su dulce ; pero lo que es verdaderamente innovador hoy en día es caminar sobre la arena o retozar en las olas en un vestido de larga duración .	La Srta. American también puede seguirlo .	entailment	es
Tienes que enviar una cinta de vídeo y enviar a los videos caseros de ee. uu .	Los videos caseros de ee. uu . Quieren ver esto .	entailment	es
Leonardo Da Vinci pasó sus últimos días en una pequeña casa solariega cerca , el clos-Luc ? Ahora un museo que ilustra sus talentos .	La casa solariega donde Leonardo Da Vinci pasó sus últimos días es ahora un museo .	entailment	es
Los franceses han mantenido su presencia en trichy , con el colegio jesuita de st . Joseph y la adyacente iglesia neo-Gótica Neo-Gótica de nuestra señora de Lourdes .	Todavía existe una considerable influencia francesa en trichy , como lo demuestra su prestigioso colegio jesuita y la iglesia .	entailment	es
La música de fondo ( a veces en vivo ) y la decoración especial completan el tema latino .	De vez en cuando , la música de fondo está en vivo .	entailment	es
Ahora es este tipo de cocaína .	Esto es como la cocaína .	entailment	es
Así que , pero es sólo que sabes oh bueno hemos estado hablando durante cinco minutos esa es la única obligación que tenemos	Sólo se supone que debemos hacer una cosa .	entailment	es
Eso es bonito , viste el uh no sé si era 20 / 20 el jueves pasado o el viernes por la noche en los cinturones de seguridad	Viste el programa 20 / 20 en cinturones de seguridad ?	entailment	es
La adicción a la nicotina sí	Adicción a la nicotina , correcto .	entailment	es
Gao ha ayudado al congreso y a los organismos en los esfuerzos por mejorar la salud pública .	Los esfuerzos por mejorar la salud pública están en marcha .	entailment	es
Y para las parejas de dos ingresos , casarse casi siempre da lugar a una factura de impuestos más alta .	Casarse hace que la gente pague más impuestos .	entailment	es
El Dr. Sloper ( finney ) y Catherine Sloper ( Leigh ) en Washington Square ( 63 segundos ) :	El Dr. Sloper y Catherine Sloper están en Washington Square .	entailment	es
Marsella	Marsella , una ciudad portuaria en Francia	entailment	es
Yo no quería asumir que eso es lo que pensé que no soy una universidad soy una estudiante universitaria así que uh	Soy una estudiante universitaria y no quería asumir eso .	entailment	es
No se defiende ningún cambio de ningún tipo .	Deben evitarse los cambios .	entailment	es
Sí , necesito tener más cheques y balances en su gobierno para deshacerse de la corrupción , pero creo que primero , aunque no sé que necesitan , pienso convertir a estas personas en el arrepentimiento en el liderazgo de las diferentes naciones para todos sus uh sabes las atrocidades que han cometido y los negocios de drogas y en el justo en los crímenes de la droga porque me siento como muchos de los líderes de esas naciones están tan absorto en los crímenes de la droga que hasta que se arrepienten o se han movido de el poder que sabes , pero hay tantos de ellos que el próximo que venga , si acabas de golpear a uno de ustedes va a tener otro y conozco muchas de esas naciones que hay uh brasil que conozco es como un cuarenta por ciento evangélico christian no solo va a la iglesia pero usted sabe realmente en llamas por Dios y están superando América Latina América por las drogas que usted sabe es simplemente incomprensible y uh así que pienso que creo que Dios va a honrar eso y que va a poner un buen liderazgo y sé que el presidente de creo que costa rica es un cristiano y no va a Guatemala porque va a la iglesia de virgo en la ciudad de Guatemala nuestra iglesia está en una relación muy estrecha con él y él es un ex presidente de Guatemala es un anciano en la iglesia de virgo y usted sabe que Dios está haciendo algo que está criando a algunos líderes y la gente lo quiere de vuelta como presidente malo pero tienen una regla en Guatemala que él puede ' t tener otro término así que son la gente está tratando de anular que quiero decir no sólo los cristianos sino toda la gente porque ven cuando un hombre justo está en autoridad la gente se regocija así que sí	Tengo fe en que Dios verá que el buen liderazgo va a elevarse al poder en América del sur .	entailment	es
Powell , por otro lado , tenía un matrimonio , un niño , amantes ( hombres y mujeres ) , amigos leales .	Powell con mucha gente con la que estaba involucrado .	entailment	es
Pero eso es una cosa de autos mi esposo quiere una camioneta toyota y no puedo hablar con él en un camión dodge pickup o una camioneta chevy quiere un camión toyota pickup y ellos son muy populares y supongo que corren	Mi esposo no quiere conseguir una camioneta si no es un toyota .	entailment	es
Pero es que es un poco pesado en mí y luego el otro día mi esposo y yo conocimos a una pareja que es sólo va a tener a su primer hijo y realmente se gusta el uno al otro	La pareja que conocimos hace unos días estaba muy cerca , se gustaban .	entailment	es
Las habitaciones eran libres mientras hablamos .	Las habitaciones estaban vacías cuando estábamos hablando .	entailment	es
Estas preocupaciones son una de las razones por las que nunca se ha abordado plenamente la diferencia de remuneración .	La diferencia de remuneración no se ha abordado plenamente .	entailment	es
Comenzó en 1163 , la parte principal de Notre-Dame tomó 167 años para terminar .	Notre Dame tomó 167 años para completar .	entailment	es
Pero algunas investigaciones apuntan a un estudio publicado a principios de este año en el American Journal of industrial medicine encontró que los trabajadores agrícolas migrantes en California , la mayoría de ellos hispanos , tienen un riesgo del 59 por ciento más alto de desarrollar leucemia que otros hispanos en el estado .	Encontramos que los trabajadores agrícolas de California tienen un riesgo del 59 % más alto de desarrollar leucemia que otros hispanos en el estado .	entailment	es
Lo hizo con seguridad , usando el codo de su brazo malo para constante en el umbral , y luego levantar ambos puños en un tramo .	Usó el codo de su brazo malo para mantenerse estable .	entailment	es
Uh ella masticado las esquinas de la mesa de picnic y masticado a los miembros de la cruz de las sillas	Comió mesas y sillas de picnic .	entailment	es
Podría ser .	Puede ser .	entailment	es
Él fue el último impresionista , pero también viajó lo más lejos , empujando los límites del paisaje hasta que se rompió a través de ellos .	A pesar de que él era el impresionista final , recorrió los límites más lejanos hasta que se rompieron .	entailment	es
Sí , probablemente no tienes las temperaturas correctas y probablemente no mucha gente lo come allí o parece ser una especie de manjar sureño	No parece ser tan popular ahí arriba que es más de una cosa sureña .	entailment	es
Por supuesto , si no estás en esas áreas , estás de vuelta a AskMe.com o FreeAdvice.com o RipOffCity.com.	Si no vives en esos lugares , estás atascado con AskMe.com u otros .	entailment	es
Así que sean advertidos , las autoridades toman esto en serio , y los violadores pueden ser proseuted .	Esto no es tomado a la ligera por las autoridades .	entailment	es
"Tienen tu nombre -- todo el mundo tiene tu nombre secreto aquí -- y partes de ti . "" la conversación fue de repente menos agradable ."	""" tienen tu nombre -- todo el mundo tiene partes de ti y tu nombre secreto aquí . "" de repente , la conversación no era tan agradable ."	entailment	es
Acabamos de llegar con él y le dijimos lo que todo lo que queríamos y él está cobrando por un dólar un pie cuadrado para diseñar y está registrado certificado y registrado así que al menos sabemos que no va a caer o algo si está construido pero he oído	Nos reunimos con el hombre para discutir lo que queríamos hacer .	entailment	es
La Prensa , como muchos se han quejado , asociales el aspecto de la carrera de caballos de la política .	Mucha gente cree que la prensa asociales partes de la política .	entailment	es
Bueno , en realidad hay un caballero en Atlanta que ha inventado un proceso usando un cierto ácido y puede tomar un neumático y lo convierte en aceite de reciclable inmediatamente	Un tipo al sur puede hacer un neumático en aceite .	entailment	es
Este enfoque es una generalización de la interpolación plana que técnicamente se refiere a la interpolación espacial mayor ( evna ) ( véase abt associates ( 2000 ) para una descripción más detallada ) .	La interpolación espacial mayor es un método de interpolación planar .	entailment	es
Sí uh , pero prefiero que sepas verlo por supuesto el único problema con el cable aunque es que es que muestran el mismo alrededor de veces antes de que sepas que no tienes tantos nuevos unos en pero uh uh	El cable toca el mismo espectáculo una y otra vez .	entailment	es
Uh-Huh en un momento y no puedo decir que es verdad ahora pero en un momento la ciudad de Chicago fue requerida por la ley federal para contratar profesores que hablaban español para que pudieran enseñar a los niños allí que sólo idioma español	Escuché que chicago estaba obligada a contratar profesores de habla hispana .	entailment	es
No creo que debamos darles una renta vitalicia .	No creo que debamos darles ingresos por toda la vida .	entailment	es
Tienes la idea correcta , pero eres muy lenta .	Puede que tengas razón , pero no eres lo suficientemente rápido .	entailment	es
Tal vez , berman especula , havel y michnik representan el verdadero legado de la germinación revolucionaria mundial de 1968 .	Una Revolución mundial brotó en 1968 .	entailment	es
Pero los ee. uu . También hacen un montón de uh sabes tratados con otras personas como decir bien si te das por alto entonces puedes venir a vivir en nuestro país y nos vamos a cuidar de ti como marcos right	Los EE. uu. tienen tratados para que se entreguen y vivan en los ee. uu .	entailment	es
Los candidatos presidenciales están empezando a reconocer toda esta charla de campaña en línea , si sólo a .	Las personas que corren a cargo del presidente no siempre han reconocido los aspectos en línea de la campaña , pero están empezando a , si no con entusiasmo .	entailment	es
También en el palacio es un fascinante museo de la voiture .	Dentro del palacio hay un museo de autos .	entailment	es
Sí , las chicas lo pusieron ahora .	No te lo digas , chicas .	entailment	es
Los pueblos de Edimburgo son algunos de los más amistosos y acogedores que pueden esperar que sean genuinos y no afectados .	Los Ciudadanos de Edimburgo son auténticos y no se ven afectados .	entailment	es
El Wall Street Journal tiene una característica de primera página que muestra el último pensamiento corporativo en romances de oficina .	El pensamiento corporativo en los romances de oficina está en la primera página del Wall Street Journal .	entailment	es
Cada candidato tiene muchos defectos , algunos de los cuales son peores que otros .	La gente que se dirige a la oficina es humana .	entailment	es
Sí , sí , sí , pero los paneles y los empapelado , y ese tipo de cosas son iguales .	Sí , los paneles y los empapelado son iguales .	entailment	es
"A veces pensé que debía volver loco . """	A veces pensé que debía perder la cabeza .	entailment	es
Desde la estación de atraque de ferry en la ribera occidental , dirígete a la oficina de entradas cercana donde puedes comprar entradas para todos los sitios arqueológicos separados .	Todas las entradas tienen que ser compradas por separado .	entailment	es
Después de esa escena , las carreras de caballos pueden parecer bastante dóciles en comparación .	Las carreras de caballos pueden parecer dóciles en comparación con otras cosas .	entailment	es
El camino de Polonia hacia el capitalismo y la democracia ha sido complicado .	No ha sido fácil para polonia convertirse en una democracia .	entailment	es
Sus balcones con forma de oriel se ven como una imagen simbólica del estilo de jaipur .	La imagen simbólica del estilo de jaipur consiste en balcones con forma de oriel .	entailment	es
A continuación se indican las instrucciones para la preparación de la salmuera hipersalino mediante la concentración de agua de mar natural .	Se puede preparar la salmuera hipersalino usando agua natural que está concentrada .	entailment	es
Estos artesanos no están fingiendo antigüedades	Estos artesanos no están haciendo falsas antigüedades	entailment	es
Y finalmente a los años me las arreglo para mantener un poco de peso y no perder tanto durante el verano y me flotar a cien cincuenta y yo soy seis	Me las arreglo para mantener un poco de peso cuando me convertí en treinta .	entailment	es
El Secretario ha determinado que existe una buena causa en virtud del artículo 553 B ) de la ley de procedimiento administrativo para no emitir una notificación de las normas propuestas porque sería impracticable , innecesaria o contraria al interés público .	El Secretario determinó que la fijación de normas propuesta era impracticable .	entailment	es
El American Bar Association Journal está planeando un artículo , y media docena de otras universidades están buscando duplicar el programa de Rooney .	El American Bar Association Journal tiene planes para publicar un artículo al respecto .	entailment	es
Encontrarás un palacio real que se remonta al siglo XIX y dos edificios del Parlamento , uno dejado sin poder en 1707 y el otro recientemente habilitado en 1999 .	Se pueden encontrar dos edificios del Parlamento y un palacio real que datan del siglo XIX .	entailment	es
Sí , eso es correcto .	Así es .	entailment	es
Por lo tanto , está claro que el congreso elaboró la disposición de certificación como un compromiso cuidadosamente equilibrado que garantiza que el presidente pueda proteger la confidencialidad de la información sumamente delicada , cuya divulgación podría afectar sustancialmente a las operaciones del gobierno , al tiempo que ofrece al contralor general el acceso a la información tiene que cumplir con sus responsabilidades bajo la ley .	El Congreso aprobó una disposición de certificación .	entailment	es
Wordsworth amaba el lugar y escribió parte de su poesía más memorable mientras vivía aquí .	Wordsworth era muy aficionado al lugar y gran parte de sus poemas más notables fueron compuestos durante el tiempo que residió aquí .	entailment	es
Muchos museos están dedicados al trabajo de un solo artista , el más fascinante de estos siendo el Museo Rodin ( 77 rue de varenne ) , con su encantador jardín de esculturas y la zona de juego de niños útiles .	El Museo del Museo Rodin tiene un maravilloso jardín de esculturas y una zona de juegos para niños .	entailment	es
Ca ' daan y la mujer caminaron hacia los otros .	Ca ' daan y la dama regresaron al grupo .	entailment	es
Según la política revisada del departamento de defensa , sigue siendo difícil determinar si un producto debe entrar en la demostración del producto con un diseño estable .	El Departamento de defensa ha revisado su política , que mantiene su dificultad para determinar la demostración de los productos .	entailment	es
Había un coloso peludo y monstruoso en la distancia , más alto que los himalayas -- el hombre que había estado a su lado .	El hombre que había estado a su lado -- era un coloso peludo y monstruoso a la distancia , más alto que los himalayas .	entailment	es
Sí , estoy en San Antonio .	Sí , vivo en San Antonio .	entailment	es
Juan par .	Su nombre es juan par .	entailment	es
Tuppence , vieja , qué te ha pasado realmente ?	Qué te pasa , tuppence ?	entailment	es
Y aún vivo en la misma zona es que está construido un poco y el crimen realmente no ha sido un problema ha sido uh uh mayormente forasteros entrando y usted sabe robar o robar en automóviles y robar uh	El crimen no ha sido un problema aparte de los forasteros que cometen robos y se rompen en autos .	entailment	es
Para una refrescante mirada al desarrollo urbano moderno , visite el nuevo barrio neoclásico de antigone , justo en el lado opuesto del lugar de la comédie desde el casco antiguo .	En el lado opuesto del lugar de la comédie está el nuevo barrio de antigone .	entailment	es
Desde las terminales de ferry en la isla de Hong Kong puedes escapar a las islas sin coches o cuidados , donde la gente local sonríe hola y , si tienes suerte , te apunta a una playa secreta para lo último en tiempo de ocio de calidad .	Las terminales de ferry en la isla de Hong Kong ofrecen pasaje a islas sin coches .	entailment	es
Por supuesto , es difícil no ver el vaso como la mitad -- o , más precisamente , el 55 por ciento -- vacío .	Es difícil no ver que el vidrio está claramente más vacío que lleno .	entailment	es
Los clientes con un alto grado de ira , que por lo tanto podrían resistirse a las intervenciones de la directiva , tuvieron más éxito con una intervención de mejora motivacional .	Los clientes tienen diferentes rasgos de ira , lo que afecta a la resistencia a las intervenciones de la directiva .	entailment	es
"Añadió , "" uno no vende a un amigo oliveri dio lo que sonaba a drew como un suspiro exagerado ."	"Él dijo : "" una persona no vende a un amigo y oliveri dio un suspiro ."	entailment	es
7 la norma de la mpg podría superar el nivel máximo posible para 1998 indicado en 49 u.s.c.	La Norma de 7 mpg puede exceder el nivel máximo posible	entailment	es
No te veo ir sin comer dinero , beber dinero , más es una lástima .	No puede estar sin dinero para comida y bebidas .	entailment	es
Santorini se veía exactamente como muchas de las otras islas en las cícladas hasta alrededor del año 1500 A.c. , cuando una erupción masiva de su volcán llevó todo el interior de la isla a la atmósfera , cambiando el clima de la tierra durante años después .	Una erupción masiva en 1500 A.c. cambió todo el clima de la tierra .	entailment	es
Ahora que se había demostrado justificado de una manera tan trágica , me sentía avergonzada .	Experimenté emociones .	entailment	es
En segundos , los cuatro guardias estaban muertos o muriendo .	Había cuatro guardias .	entailment	es
Parece que es mucho cuando escuchas sobre las empresas que mantienen continuamente la publicidad o diciendo que ellos saben que sabes cortar a tantos miles de empleados suena como un gran número de personas por ahí	Las empresas están cortando a miles de personas .	entailment	es
Las piezas que tienen a esa persona	Los arreglos que incluyen a esa persona .	entailment	es
Sí , pero no queda nadie para detective .	No queda nadie para investigar .	entailment	es
Las pinturas y las cosas pueden ser caras el greenware depende de lo que compras ahora compré un juego de ajedrez para mi esposo y lo pinté para él y yo diría el greenware para ti sabes piezas creo que es lo que son no , treinta y dos piezas es un costo me costó alrededor de ocho dólares	A pesar de que las pinturas y las cosas cuestan mucho , fui capaz de comprar 32 piezas por $ 8	entailment	es
Tal vez. su acento regresó .	Su acento volvió .	entailment	es
Sí , bueno , tenemos un montón de estaciones móviles por aquí y solía usar esa tarjeta casi exclusivamente pero ahora están cobrando los cinco centavos extra para usar tu tarjeta de crédito y texaco y chevron y alguien más no es más . Lo voy a tomar ya sabes en el precio de efectivo o ahora te dejarán escribir un cheque si tienes su tarjeta para que lo pague inmediatamente en lugar de um sabes que lo poner durante un mes	Tenemos un montón de estaciones móviles que usan esa tarjeta .	entailment	es
Se rió , atraído , arrancado de su propio mundo privado .	Fue sacado de su mundo muy de repente .	entailment	es
Después de eso , Tommy propuso que les diera una sorpresa .	Algo convenció a tommy de proponer una sorpresa para ellos .	entailment	es
Como se indica en la sección 4.4 , se estima que la duración total de una modernización de pjff es de unos 21 meses a 26 meses , incluidos los esfuerzos previos al contrato y la puesta en marcha y la puesta en servicio .	De acuerdo con la sección 4.4 , la duración total de una modificación de pjff es de entre 21 y 26 meses .	entailment	es
Las personas son la fuente de todas las mejoras del proceso , la innovación tecnológica y las mejoras del medio ambiente .	El avance en la tecnología , la metodología y la calidad ecológica se debe a la acción humana .	entailment	es
Empleo y empleo de los jóvenes	Jóvenes con trabajo .	entailment	es
""" para romper un potro !"	El potrillo está roto !	entailment	es
Los estudiantes de la universidad de California , irvine afirman que están triunfando en una atmósfera de apoyo .	Los estudiantes dan testimonio de que están teniendo éxito en la atmósfera de apoyo de la universidad .	entailment	es
Los auditores deben aplicar la orientación que figura en esta sección a otros tipos de auditorías financieras en la medida en que sea aplicable a la naturaleza del compromiso .	La orientación que figura en esta sección debe ser aplicada por los auditores a otros tipos de auditorías financieras , cuando proceda .	entailment	es
Eso es exactamente lo correcto y yo	Eso es correcto .	entailment	es
Sabes que si vamos a recoger un montón de latas de la gente seguro que los van a salvar para nosotros no hay problema allí , pero qué haces con ellos mientras tanto no quiero una lata de garaje llena de latas	Una vez que recoja las latas , dónde las almacena ?	entailment	es
Por qué lo hiciste ?	Cuáles son las razones por las que hiciste eso ?	entailment	es
Inglaterra se aferró a ella incluso cuando las fuerzas de Borbón capturaron a Mallorca al final de la guerra .	Mallorca fue tomada por el ejército bourbon hacia el final del conflicto .	entailment	es
Intentamos ir una vez , quizás dos veces al verano .	Tenemos la intención de ir allí una o dos veces cada verano .	entailment	es
No estaba seguro de lo mucho que podía extrapolar de lo que había leído en el libro sobre la semántica aplicada , pero sabía que necesitaba un control -- un símbolo del símbolo , en este caso .	Él no sabía cómo aplicar lo que leía .	entailment	es
Hemos obtenido información principalmente a través de entrevistas con administradores superiores de seguridad y análisis de documentos realizados durante y después de las visitas a las organizaciones que estudiamos .	Las entrevistas y el análisis de documentos son dos formas de reunir información .	entailment	es
Después de la cena , se recomienda un vaso de madeira o un puerto para redondear la comida .	Madeira o puerto es la forma ideal de terminar una comida .	entailment	es
Imaginemos que en 1987 , en un esfuerzo por estimar el alcance de los ingresos fiscales perdidos o retrasados por el hecho de que las empresas no hayan presentado devoluciones , la oficina general de contabilidad examinó los déficit de ingresos de cada estado .	En 1987 se hizo un esfuerzo por estimar los ingresos fiscales perdidos o retrasados , y fue causado por el hecho de que los negocios no se archivo .	entailment	es
Sí , es que no fue una mala película .	Fue una buena película .	entailment	es
"Me pregunto que se atrevieron a hacerlo . "" escuchó los pasos de sus perseguidores detrás de él , y redoblado su propio ritmo ."	Escuchó a la gente que lo seguía y aceleró .	entailment	es
La renombrada reina tebana nefertari , esposa de Ramsés II , tiene la tumba más adornado ( número 66 ) pero no siempre es accesible .	La tumba más diseñada de finamente alberga a la esposa de Ramsés II , la reina nefertari .	entailment	es
El Monasterio de rani ( CUEVA 1 ) tiene esculturas de elefantes , doncellas y bailarines , pero a diferencia de las cuevas de ajanta y ellora , no hay templos ni salas centrales para el culto .	Hay templos y salas centrales para la adoración en las cuevas de ajanta y ellora .	entailment	es
Y eso es muy bonito porque puedes pescar y solo	Eso suena bien porque puedes pescar .	entailment	es
Eso realmente debería remover las cosas .	Eso debería batido .	entailment	es
Estoy de acuerdo con las nueve décimas partes de paul krugman en elogios de la mano de obra barata .	Estoy de acuerdo con la mayor parte del contenido de los elogios de la mano de obra barata de Paul Krugman .	entailment	es
Tommy pirogenada en el retraso .	Tommy estaba muy enojado porque tendría que esperar .	entailment	es
En otras palabras , no hay diferencia entre mi descripción de su argumento y la suya propia .	Ambas descripciones del argumento son las mismas .	entailment	es
Ah , pero estoy molesto conmigo mismo !	Estoy molesto conmigo mismo .	entailment	es
El año pasado , el cnd identificó sólo el 65 por ciento de sus donantes .	El cnd sólo identificó el 65 por ciento de sus donantes el año pasado .	entailment	es
Él aún mantenía sus ojos fijos en él mientras hablaba .	Él lo vio todo el tiempo que estaba hablando .	entailment	es
Voy a seguir adelante y cargo sabiendo que el dinero estará allí	Lo voy a cobrar ya que sé que el dinero estará allí .	entailment	es
Con el sistema de presentación de informes , se ha creado un instrumento importante para el uso por los dirigentes de los servicios jurídicos a nivel nacional , estatal y local en la descripción de la escala y el alcance plenos de los servicios jurídicos que se están prestando en las comunidades de todo el país .	Existe una herramienta muy útil utilizada para describir el alcance de los servicios jurídicos que se ofrecen y utilizan en las comunidades .	entailment	es
El Director , Sam Miller , va por las imágenes de lewis hine de hombres en el aire , a la vez empequeñecido y exaltado , con cuerdas sintetizado para proporcionar un toque de misticismo brumoso .	El trabajo de Sam Miller está inspirado en lewis hine .	entailment	es
Un mapa con agujeros en ella es una regla mnemónico para el tratado de calentamiento global y sus supuestamente flagrantes lagunas .	Hay un mapa con lagunas evidentes .	entailment	es
Te parece que es aburrido .	Sientes eso para ser mundano .	entailment	es
También pruebe el aire libre discoteca la pattana , cerca del puente hacia varadero .	Otro lugar para probar es el discoteca la pattana que está al aire libre .	entailment	es
Se dice que la policía es inepta y corrupta .	Hay una amplia creencia de que la policía es inepta y corrupta .	entailment	es
Fue una suave excavación en su tierra natal , que era más pequeña que la mayoría de los planetas .	Tenían una excavación en su tierra natal .	entailment	es
Que está escrito sí sí uh creo que su nombre era bachman escribió bajo el nombre de bachman	Utilizó un nombre de pluma cuando escribió .	entailment	es
La minifalda original tenía otro lado revolucionario -- fue otro robo por mujeres de hombres , sólo disfrazado .	La minifalda original pertenecía a los hombres , entonces las mujeres lo robaron .	entailment	es
Hace años , una mujer blanca me habló de cómo el profesor de su hijo dejó que la clase baile a un disco de Michael Jackson durante 10 minutos para celebrar el mes de la historia negra .	Una vez que un profesor celebró el mes de la historia negra al dejar que la clase baile a un disco de Michael Jackson durante 10 minutos .	entailment	es
Otro mundo en sí mismo , el estimulante caos de Nápoles comanda su magnífica bahía , las islas visibles de ischia y capri , y las ruinas de pompeya a la sombra del Vesubio , su volcán aún activo .	El Vesubio sigue activo .	entailment	es
En 1998 , dos años después de que Washington recorte la financiación de la asistencia letrada por un tercio o 122 millones de dólares , los programas estatales comenzaron a hacer frente a requisitos más rigurosos para las renovaciones de subvenciones , incluido el logro de una configuración óptima de las zonas de servicio .	Tras el recorte de la financiación federal de la asistencia jurídica , se puso más presión sobre los programas estatales para limitar las renovaciones de subvenciones .	entailment	es
Quieres decir en el área de la región geográfica que estás en uh-Huh	Te refieres al lugar en el mapa en el que estás .	entailment	es
Y todo esto en el clima de primavera tropical de primavera con una brisa del sur y temperaturas promedio de 22 ? C en verano y 17 ? C en invierno .	El clima es sub-Tropical en la primavera .	entailment	es
Es completamente judío , casi completamente moderno , y sigue creciendo .	Sigue creciendo , manteniendo una mirada moderna .	entailment	es
Greenspan también es criticado por no reducir las tasas de interés para estimular el crecimiento a medida que la inflación se ha ajustado para la inflación , las tasas se encuentran al 3.3 por ciento hoy , en comparación con el 1.98 por ciento del pasado diciembre .	Las tasas de interés son del 3.3 % en comparación con el 1.98 % del pasado mes de diciembre .	entailment	es
Y la pregunta era si debemos salvar a estas personas .	Si los nos , era la pregunta .	entailment	es
En las principales empresas comerciales , lo contrario es cierto .	Lo contrario es cierto en las principales empresas comerciales .	entailment	es
Pero seguro que son sólo porque una persona inocente puede realmente parece que realmente sirve un momento difícil sabes que no estoy diciendo persona inocente digamos que alguien escribió un cheque caliente por ejemplo	Parece que algunas personas inocentes realmente pueden servir un momento difícil .	entailment	es
Uno de los mejores momentos para visitar es a principios de enero , cuando los cimarrones tienen un gran festival .	El mayor festival es organizado por la gente de maroon justo después de año nuevo .	entailment	es
Se estremeció .	Estaba temblando .	entailment	es
Ambos son altavoces maravillosos .	Los dos son excelentes en los discursos .	entailment	es
El intercambio de información sobre el rendimiento puede proporcionar a los empleados una perspectiva más significativa sobre la manera en que sus actividades diarias contribuyen a los objetivos y objetivos de la organización .	Los empleados tienen una buena idea de sus actividades diarias y de cómo ayudan a los objetivos de la organización .	entailment	es
La disminución de los won no se inmediatamente las exportaciones ni limitará las importaciones .	El declive de los won no afecta instantáneamente a las exportaciones e importaciones .	entailment	es
Los grupos washingtonbased promueven el trabajo de interés público .	Hay organizaciones de Washington que son defensores del trabajo de interés público .	entailment	es
Cuando Alejandro llegó a conquistar tierras hasta el este como la India , el egeo se convirtió en una encrucijada para las largas rutas comerciales .	Alejandro conquistó tierras tan al este como la India .	entailment	es
No es originaria de Texas	No de Texas .	entailment	es
Soy una viuda así que uh y tengo un hijo discapacitado así que tengo que establecer mis prioridades de lo que sabes pero esto es una cosa que me gusta mucho hacer	Soy una viuda con un hijo discapacitado .	entailment	es
El Mazda definitivamente no lo hizo en absoluto	El Mazda definitivamente no lo hizo	entailment	es
Dos finge y dos ataques .	Dos finge y ataques .	entailment	es
Lecciones de educación de tres estudios de casos ,	Hubo tres estudios de casos sobre educación .	entailment	es
En un ambiente aún victoriano , dinard ha conservado todos los mejores activos de unas buenas villas de lujo y paseos largos , allanó , lujosos hoteles , elegantes boutiques , discothyques , casino , parques y jardines , y una piscina pública de tamaño olímpico .	Había una enorme piscina pública en dinard , a pesar de su ambiente victoriano .	entailment	es
Les vamos a dejar sacar sus propias conclusiones .	No vamos a sacar conclusiones para ellos .	entailment	es
Dicho esto , también es cierto que la experiencia de asia no es única ; sigue la muy similar crisis de tequila de América Latina de 1995 , y tiene al menos cierta semejanza con la anterior crisis de la deuda latinoamericana de los años 1980	La crisis de asia se asemeja a algunas crisis de América Latina .	entailment	es
( conexas pundit central una vez llamó al presidente idiota y consiguió montones de correo duro , algunos de su propia madre y tía .	Pundit Central recibió un montón de correo duro después de llamar al presidente idiota .	entailment	es
