premise	hypothesis	output	language
Ukchañkamasti uka kullakax pani wawanïnwa, ukat jupax sapakiw jakaskäna, kimsïr chachapasa, paqallqür chachapasa jaytanukupxatap layku.	Kullakasti kimsa kutiw jaqichasïna, paqallq kutiw chachapamp jakäna.	entailment	ayr
Aka tablax uñacht'ayiwa, alaxpachax q'alawjankiwa, akax mä juk'a juk'a q'alawimpiw q'alasiwayi, niya pusi jakhu jaqinakatxa mä juk'a jaqinakatakiw q'alasiwayi.	Mä juk 'a suma thayax alaxpachan qhanat uñsti.	entailment	ayr
Adrinasti jank 'akiw sayt 'asïna, mä cuchillo ayt'ata, qhipäx amparaparusti mä espada ayt'ata.	Adrinasti uka panqaranakampiw qhiparäna.	entailment	ayr
Kunalaykutixa mä autoridadxa mä proceso de pago rápido para la adquisición de bienes y servicios en las agencias ukankiwa kunjamti Circular de la OMB ukanxa qhanañchki ukhamarjama, janiw jiwasan permisoja wakiskaniti.	Circular Circular 12513 ukamp sarxatatapatx janiw permisox wakiskiti.	entailment	ayr
Jiwasax juk'a juk'a juk'a juk'a jan wali versionanakasampiw aka thakin sarnaqaskaspäna, ukhamarakiw jan walt'awinakas utjchispäna, juk'a juk'a juk'a jan walt'awinakas utjchispäna; ukampirus jichha pachanxa, chiqpachapuni machaqa lurawinakax utjixa, ch'axwañanakan sarnaqasa, jan ukax jach'a mathapinakan phust'asisa mä jach'a isimpi isthapita.	American tawaqux ukhamarakiw arknaqaspa.	entailment	ayr
Mä video waraqt'ayasin Estados Unidos markaruw apayañama.	U.S.A. ukankir videonak uñjañ munapxi.	entailment	ayr
Leonardo da Vinci tataxa, qhipa urunakapanxa mä jisk'a jach'a utan jakasïna, uka utax jak'jak 'ankiwa, jichhax mä museo ukhamaw tukuwayi, ukansti jupan luräwinakapa uñacht'ayi.	Uka jach'a utax kawkhantix Leonardo Da Vincix qhipa urunakapan jakkäna ukax jichhax mä museowa.	entailment	ayr
Francia markankirinakax Trichy markankapxakiwa, St. Joseph jesuita yatiqañ uta uta utachasa, ukatxa Lourdes ukankir iglesia neo-gotica utachasa.	Trichy markanx wali ch 'amampiw francés arux utjaski, akax wali uñt 'at jesuita yatiqañ utapat uñacht'ayasi.	entailment	ayr
Q'uchu q'uchu (maypachax jakaskiwa) ukatx decoración especial ukanakaw tema latino ukamp phuqhapxi.	Yaqhip pachax jaylliw ist 'asiyi.	entailment	ayr
Jichhaxa uka kasta cocaínawa.	Akax cocaina ukhamawa.	entailment	ayr
Ukhamawa, ukampis jumax yattawa, niyakixay 5 minutonakaki parlkstanxa, uka pachpakïskiwa.	Mä lurañakiw utjistu.	entailment	ayr
Ukax wali askiwa. Jumax uñjtwa.	¿ 20 / 20 sat wakichäwi uñjtati?	entailment	ayr
Jïsa, nikotinar katuyasiñax utjiwa	Nicotinanakar katuyatawa, ukax chiqäskapuniwa.	entailment	ayr
Gao jupax Congreso ukjamaraki uka organismos ukanakarux yanapt 'awayiw salud pública uk nayrar sartayañataki.	Markachirinakan k 'umar jakasipxañapatak ch 'amachasiskakiwa.	entailment	ayr
Ukatx paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix paninix	Jaqichasirinakax juk 'amp impuesto churañ munapxi.	entailment	ayr
Dr. Sloper (finney) ukat Catherine Sloper (Leigh) Washington Square (63 segundos):	Dr. Sloper chachampi, Catherine Sloper warmimpix Washington Square uksan jikxatasipxi.	entailment	ayr
Marselena	Marseille, Francia markan mä puerto marka	entailment	ayr
Nayax janiw amuyañ munkti ukjam lup'iñ munta. Nayax janiw jach'a yatiqañ utan yatiqirïkti. Nayax jach'a yatiqañ utan yatiqiriwa.	Nayax jach 'a yatiqañ utan yatiqiripätwa, ukat janiw ukamp sarnaqañ munkti.	entailment	ayr
Janiw kuna turkakipawinakas utjkaspati.	Uka turkakipawinakax janiw utjañapäkiti.	entailment	ayr
Nayraqatax janiw yatkti kuntix munapkta ukxa, nayax taqi uka jaqinakaruw kuttayaniñ munta jupanakan p'iqinchirinakapaxa yaqha markanakaru kunatixa jupanakax jan wali luratanakapata yatxatapxi, droga tuqit jan wali luratanakapata yatxatapxi, droga tuqit jan wali luratanakapata yatxatapxi. Nayan amuyataxatxa, walja marka apnaqirinakaw droga tuqit jan wali luräwinak lurapxi, jupanakax jan walinakat arrepentisipki, janiraki jan wali luräwinakat arrepentisipkanti.	Diosarux iyawsaraktwa, jupax aski irpirinak utjaypan aka Suramérica markana.	entailment	ayr
Powell-ax jaqichasïnwa, mä wawa, munasirinaka (warminaka, chachanaka), suma masinaka.	Powell jilax walja jaqinakampiw chikachasitayna.	entailment	ayr
Ukampirus ukax mä auto lurawiwa chachajax mä Toyota pick-up muniwa ukatx janiw jupampix aruskipt'irjamäkti Dodge pick-up jan ukax mä Chevy pickup muniwa Toyota pick-up ukatx jupanakax wali uñt'atäpxiwa ukat nayax lup'iristwa	Nayan chachajax janiw mä k 'añasku alañ munkiti janitix mä toyota alakipañ munki ukaxa.	entailment	ayr
Ukampis ukax nayatakix mä juk'a ch'amänwa. Ukat mä urux chachajampix mä jaqichasïwiruw uñjapxta.	Uka chacha warmix panpachaniw jak 'achasipxatayna, panpachaniw munasipxatayna.	entailment	ayr
Kunjamtï sapkäyätjja, janiw khitis uka utanakan jakapkänti.	Janirakiw khitis uka utanakan utjkänti.	entailment	ayr
Uka amuyunakaw kunats paylläwinakax mayj mayj uñjatakchi ukxat amuyt 'ayi.	Paylläwinakax janiw phuqhatäkänti.	entailment	ayr
1163 maran qalltatayna, Notre-Dame de Paris jach 'a utax 167 maran tukuyasïna.	Notre-Dame sat jach 'a utax 167 maran lurasiwayi.	entailment	ayr
Ukampis yaqhip yatxatatanakax mä yatxatäwiw uñt 'ayata aka mara qalltan American Journal of Industrial Medicine ukan uñt 'ayata kunalaykutï California markan yapuchir irnaqt 'irinakaxa, jilpachanix hispanonakäpxiwa, jupanakax 59% ukjaw leucemia usump usuntatäpxi aka markan hispanonakapat sipana.	California markan yapuchirinakax 59% ukjaw leucemia usump usuntatäxapxi hispanos markachirinakat sipana.	entailment	ayr
Jupasti wali k 'uchikiw lurasïna, jan wali amparapan kayu muqupampi thujrunakapar ch'ixintata, ukatsti paypach amparampiw thujrunakapar ch'ixintäna.	Uka usuchjat amparapan lankhupax k 'achat k 'achataw siqicht 'asïna.	entailment	ayr
Jupax mesan thiyanakap manq'antäna, mesan thiyanakap manq'antarakïna, mesan thiyanakap manq'antäna, mesan thiyanakap manq'antäna, mesan thiyanakap manq'antäna.	Mesas, sillas ukanak manq 'antäna.	entailment	ayr
Inas ukhamakchi.	Inas ukhamächispa.	entailment	ayr
Jupax qhip qhipa impresionista ukhamänwa, ukampirus jupax juk 'amp jayaw sarnaqaskäna, jupax jayanakanak uka jayanakanak uñakipaskakïna.	Jupax impresionista ukham tukuyatäkchïn ukasa, jupax juk 'ampinak jikxati, juk 'ampinak jikxataraki.	entailment	ayr
Jïsa, inas janiw junt 'u junt 'unakas askïkiti. Janirakiw walja jaqinakax uka manq 'anak manq 'apkiti. Inas ukax aynachankir manq 'anakächi.	Janiw ukataq aynach tuqinkir jaqinakax munapkiti.	entailment	ayr
Chiqpachansa, jan uka tuqinakankapkstaxa, AskMe.com jan ukax FreeAdvice.com jan ukax RipOffCity.com ukar kutt'apxasma.	Janitix uka chiqanakan jakkasmaxa, mä AskMe.com jan ukax yaqha tuqinakan jakkasmaxa.	entailment	ayr
Ukatx iwxt 'apxsmawa, marka irpirinakax aka jan walt 'awinakarux wali amuyumpiw uñjapxi, ukatx juchanchirinakaruw taripapxaspa.	Marka irpirinakax janiw ukarux yäqapkiti.	entailment	ayr
"""Jupanakanx sutimaw utji, taqinis sutimaw utjaraki, ukat yaqhanakampis utjaraki. "" Aruskipäwix akatjamat jan waliruw tukuwayi."	"""Jupanakanx sutimaw utji, taqinin mä jisk'a sutimaw utji, ukat mä akatjamat aruskipawix jan waliruw tukuwayxi""."	entailment	ayr
Jichhakiw jupar jikxatapxta, ukat kuntix munapkta uk sapxta, jupax mä qawqha qullqikiw mayt'apxitu, ukhamat amtapxañapataki, ukat qillqantayasipxañapataki, ukhamat jan aynacht'añapataki, jan ukax, jan walt'añar puriñapataki.	Ukatwa uka jaqimpi jikisxapxta, kun lurañas wakisispa ukxat aruskipañataki.	entailment	ayr
Prensax, kunjamti waljaninakax arsusipki ukhamarjamax, política tuqitx jan walt'awinakakiw utji.	Walja markachirinakaw prensa asocial ukax política ukamp sarnaqatap amuyapxi.	entailment	ayr
Chiqpachansa, Atlanta markan mä jaqiw mä proceso lurawayi mä cierto ácido ukampixa mä neumático ukaruw aceite reciclable ukaruw tukt 'ayi	Mä jaqiw aynach tuqit jutaski, aceitempi jaqtata.	entailment	ayr
Aka amuyt 'awix interpolación plana uka jach 'a interpolación espacial jach 'a (evna) uksat mä generalización ukhamawa (abt associates (2000) uñxatt 'äwix juk 'amp yatxatatawa).	Interpolación espacial mayor ukax interpolación planar uksat uñt 'atawa.	entailment	ayr
Jïsa uh... ukampirus nayax muniristwa yatxatañ yatxatañani ukampirus cable ukan mä sapa jan walt'äwiw utji ukampirus uñacht'ayapxi uka pachparakiw yaqhip pachanakax janïra yatkasax janiw walja machaq jikxatapktati ukampirus uh...	Cable radiox may mayampiw uka pachpak uñacht'ayi.	entailment	ayr
Ukampis mä qawqha pachanakanxa, Chicago markax mä kamachiw utt'ayasi, español arut yatichirinakar luqtañataki, ukhamat jupanakax wawanakar español arut yatichapxañapataki.	Chicago markanx español arut yatichirinak luqtañ amtapxi.	entailment	ayr
Janiw jakañatak qullqinak churañ munapkti.	Janirakiw wiñayatak jupanakar qullqi churañasäkiti.	entailment	ayr
Jumax chiqpach amuyunïtawa, ukampis janiw jank'akïktati.	Chiqak saskchista ukasa, janiw jank 'ak uk lurktati.	entailment	ayr
Berman jilax amuyiwa, havel ukat michnik ukanakax 1968 maran uraqpachan unxtasïwinakax utjkan ukanakan chiqpach jakatatap uñacht'ayi.	1968 maranxa, uraqpachan mä jach'a unxtasiw utjatayna.	entailment	ayr
Ukampisa EE.UU. ukjamaraki lurata waljaniwa uh jumax yattaxa yaqha markachirinakampi arusthapiña kunjamtï sapktanxa ukhamakipanxa jumatix jan yäqkchïtaxa jutasmawa markasana jakañataki nanakasti jumar uñjapxämawa kunjamatix wakiski ukhamarjama	EE.UU. markankirinakax jupanak pachpaw markasar sarxapxañapatak amtawiyapxi.	entailment	ayr
Jilïr irpiritak chhijllt 'atanakax aka aruskipawinakatx amuyasipxiwa.	Jilïr irpirinakapax janiw amuyasipkataynati aka campaña online tuqita, ukampirus wali ch 'amampiw qalltapxi.	entailment	ayr
Uka palacio uksanx mä musico de la voiture ukaw utji.	Uka palacio manqhanx mä auto imañ utaw utji.	entailment	ayr
Jïsa, imill wawanakaw ukxat qillqt 'apxi.	Jan jumanakax amuyapxamti.	entailment	ayr
Edimburgo markankir jaqinakax wali suma chuymani jaqinakäpxiwa, ukat jupanakax chiqpach chuymani jaqinakarjam uñjañ munapxi.	Edimburgo markankir jaqinakax chiqapäpxiwa, janiw kuna jan walsa lurapkiti.	entailment	ayr
"""The Wall Street Journal "" ukax mä nayrir qilqt 'aw uñt 'ayi, kawkiritix aka qhipa amuyunakap uñt 'ayi:"	"""Corporate thinking in office romances "" ukax Wall Street Journal uksan nayrïr pajinankiwa."	entailment	ayr
Sapa mayniw walja pantjasitanakani, yaqhipanakax yaqhanakat sipan juk 'amp jan walinakawa.	Kawkïr jaqinakatix ukar sarapki ukanakax jaqinakäpxiwa.	entailment	ayr
Si, si, si, pero los paneles y los papeleros, y esas cosas son lo mismo. Uka panelanaka, uka panelanaka, uka panelanaka, uka panelanaka, uka panelanaka	Jïsa, panelanakasax pachpakïskiwa.	entailment	ayr
Yaqhip pachanakax amuyatatx luqhiptañjamaw amuyasta.	Yaqhip pachanakax, jan amuyasiriw tukta.	entailment	ayr
Thaya quta thiyanx estación de atraque de ferry ukawjanx tickets uka oficinaruw sarapxama kawkhantï tickets ukanak alasipkasma taqi uka sitios arqueológicos satak ukanakataki.	Taqi tickets ukanakax payat payatwa alasipxañapa.	entailment	ayr
Ukhamanakan uñjasxasinsti, caballonakapax janiw kunatakis ch'amanïkiti.	Caballonak alasiñax wali llamp 'u chuymaniw uñjasi yaqhip yänakampi chikachasisa.	entailment	ayr
Polonia markax capitalismo ukat democracia uka thakhinjam sarnaqañapax wali ch'amänwa.	Polonia markax janiw democracia ukjamar purkiti.	entailment	ayr
Balcones oriel uksanakax jaipur estilo uksan mä uñacht'aw uñt'ayasi.	Jaipur markan estilo sat uñtasïwipax balcones sat uñtasïwinakawa.	entailment	ayr
Aka wakichäwinakax jach 'a quta lamar qutat jalsut umamp sum wakicht 'asiñatakiwa.	Salmuera hipersalino wakichataxa umampiwa wakichataspa.	entailment	ayr
Uka jaqenakajj janiw kunatï nayra tiempon utjkäna ukhamak lurasipkiti.	Uka jaqinakax janiw kuna k'ari yänaksa lurkiti.	entailment	ayr
Ukat qhipa maranakanxa, ch'amañcht'asiskakïtwa, jan sinti aynacht'añataki, jallu pachanxa, pataka phisqa tunkani maranakanwa, nayax suxta tunkani maranïxtwa.	Niya 30 maranïkayäta ukhajja, jukʼa kilow utj-jjetäna.	entailment	ayr
Qillqirixa amuyataynawa aski arsüwi utjatapa 553 B) kamachi taypina jan yatiyañatakixa aka kamachinakata kunalaykutix jan wakiskaspa, jan wakiskaspa jan ukax jani wali askispa taqi ukanaka.	Marka Apnaqañ P' iqinchiristi amtawaykataynawa uka kamachinakax janiw askïkiti sasa.	entailment	ayr
American Bar Association Journal ukax mä qilqat apsuñ amti, ukatx chikat docenas yaqha jach'a yatiqañ utanakax Rooney-n wakichäwip uñt'ayañ munapxi.	American Bar Association Journal ukax mä qilqat apsuñ amti.	entailment	ayr
Ukansti mä jach'a reyi utaw jikxatasini, ukasti 1800 maranakatpach luratänwa. Parlamenton pä jach'a utanakapas ukankarakiwa. Maynïrix 1707 maran luratänwa, maynïristi 1999 maran lurasiwayi.	Pä Parlamento jach 'a uta ukatx mä palacio real uka utanakax siglo XIX ukjatpach luratänwa.	entailment	ayr
Jïsa, ukhamawa.	Chiqapunïskiwa.	entailment	ayr
Ukhamasti, qhanawa, congresox mä suma amuyt 'ayat amtäwimpiw certificación uka kamachi utt 'ayi, ukhamat jilir irpirix jan wali yatiyäwinak jamasat jark 'aqañapataki, uka yatiyäwinakax jan walt 'ayaspawa gobiernon luräwinakaparuxa, ukampirus Contraloría General uksankirinakarux uka yatiyäwinak uñjañaparakiwa, ukhamat kamachinakarjam phuqhapxañapataki.	Congresox mä kamachiw uñt 'ayi.	entailment	ayr
Wordsworth tatax aka chiqawja wali munäna, ukat akawjan jakkasax yaqhip musicanakap qillqawayäna.	Wordsworth tatax uka utarux wali muniritaynawa, ukatx walja jaylliwinakapas ukankawayki ukhaw qillqt 'atayna.	entailment	ayr
Walja museonakaw mä sapa artista ukan irnaqatapat uñt 'ayata, ukanakatx wali musparkañawa Museo Rodin (77 rue de varenne), suma k 'achacht'at escultura pankanakapampi ukatx wawanakan anatasiñ chiqanakapampi.	Museo Rodin ukanx mä suma jardín de esculturas ukat mä zona de juegos wawanakatak utji.	entailment	ayr
Ukatsti Ca'dan chachampi warmimpix mayninakar jikxatiriw sarapxäna.	Ca'dan chachampi tawaqompisti tamaruw kutt 'awayxapxi.	entailment	ayr
Defensoría de la Defensa ukan machaq amtaparjamax, wali ch 'amakiw mä producto ukax jan walt'awinak utjañapatakix uñacht'ayatañapa jan walt'awinak utjañapataki.	Departamento de Defensax jan walt'awinak utjatapatw amuykipawiyi, jan walt'awinak utjatapatw amuykipawiyaraki.	entailment	ayr
Khä jak 'an mä jach 'a khariñ jach 'a laq 'uw utjäna, Himalayas qullunakat sipan juk'amp jach 'a, uka jach 'a laq 'usti jupa jak'ankaskänwa.	Jupamp chikäkän uka jaqisti mä jach 'a axsarkañ jach'a laq'ünwa, ñik'utapasti Himalayas qullunakat sipan juk'amp jach'änwa.	entailment	ayr
Jïsa, nayax San Antonio markankasktwa.	Jïsa, nayax San Antonio markan jakta.	entailment	ayr
Juan chacha.	Sutipax Juan Par satawa.	entailment	ayr
Tuppence, ¿ kuna jan walsa lurtam?	¿ Kunas kamachtam, tuppence?	entailment	ayr
Ukampisa, nayax jakaskta uka jak'ana ukax mä juk'a utachasitawa, ukat jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw utjarapitu jan walt'añaw	Janiw kuna jan walt 'äwinakas utjataynati jan ukasti, anqaxankir jaqinakax lunthatasipxataynawa ukat autonaksa lunthatsupxataynawa.	entailment	ayr
Mä machaq uñjäwi nayrar sartayañatakixa, neoclásico barrio de antigone ukar sarañamawa, antiguo barrio uksat maysa thiyankiwa.	Comedia satäkis uka cheqanxa, antiguo barrio satäkis ukaw utji.	entailment	ayr
Hong Kong Island uksanx terminal de ferry ukawjanakanx islas uksarux jan kuna k 'añaskunakans jan kuna k 'añaskunakans jaltxarakismawa, kawkhantix markachirinakax arunt 'asisaw jallallt 'apxiristamxa, ukatx jan kuna jan walt 'awinakas utjatapatx mä jach 'a quta thiyaruw puriyapxiristamxa jan kuna jan walt 'awinakas utjatapata.	Hong Kong wat 'anx transbordadores ukax islas sin coches uksanakar puriñ yanapt 'i.	entailment	ayr
Chiqpachansa, ch'axwañaw mä chikatak jan amuykipañatakixa, jan ukax, 55 paxsinak jan amuykipañatakixa.	Jisk 'a vidrionakasti janiw phuqhatäkiti, jan ukasti ch 'usakiskiwa.	entailment	ayr
Ukatakisti, wali phiñasitanakäpki uka clientes jupanakax janiw jilïr irpirin intervencionaparux yäqapkänti, jupanakax mä intervención de mejora motivacional ukampix juk 'amp askit uñjatäpxänwa.	Mayninakan q 'apisiñapax mayakispawa, jilïr irpirinakan jan walt'ayapxañapatakisa.	entailment	ayr
"Ukham sasin jupax sarakïna: ""Janipuniw masinakaxarux olivo quqanak aljapxirïkiti"" sasa. Ukasti Drew chachatakix mä jach'a samkch'ukïkaspas ukhamänwa."	"""Janiw jaqi masiparux aljantätati"" sasaw Oliverix jach'at arsusïna."	entailment	ayr
7 aka mpg kamachix 49 u.c. ukjan 1998 maranx jilxattaspawa.	Norma 7 mpg ukax jilxattaspawa	entailment	ayr
Nayax janiw jumarux jan qullqimpi manq 'asasa, jan qullqimp umasas sarnaqaskiristti.	Manq 'añataki, umt 'añatakis janiw qullqix utjkiti.	entailment	ayr
Santorini markax yaqha isla ciclada ukjamarakiw 1500 a.C. maranakkamax uñjasïna, kunawsatix mä jach'a volcán ukaw uka isla manqhankir uraqinak q'al chhaqtayatayna, ukat aka uraqinkir pachax mayjt 'awayxarakitayna.	Khä 1500 a.C. maran mä jach'a phalläwiw aka uraqpachan pacha mayjt 'ayäna.	entailment	ayr
Jichhax ukham luratapat p 'inqasiyätwa.	Wali llakitaw jikxatasïyäta.	entailment	ayr
Mä jukʼa tiempotjja, pusi soldadonakasa jiwarjjapjjänwa.	Pusi soldadonakakiw ukankapxäna.	entailment	ayr
Walja empresas ukanakxat ist'askakta ukanakxat yatiyaskakta, jan ukax sapxaraksmawa, jumax yattawa, waranq waranqa irnaqirinakaw irnaqt'atäni ukax mä jach'a markachirinakjamawa	Walja empresaw irnaqatapat jaqunukuwiyapxi.	entailment	ayr
Uka jisk'a t'aqanakax aka jaqi	Uka jaqimpi arust 'äwi luraña.	entailment	ayr
Jïsa, ukampis janiw khitis yatxatirix utjkiti.	Janiw khitis yatxatañatak utjkiti.	entailment	ayr
Jamuqanakax wali jila alanirakispawa. Greenware ukax kunti alasktas ukaruw yäparaki. Jichhakiw mä ajedrez pelot alasta, chachajaru, jupatak pint'asita.	Jisk 'a yänakax wali jila alanïkchïn ukasa, 32 jisk'a yänak kimsaqallqu dollaronakampix alasiñaruw purinta.	entailment	ayr
Inas arst 'asirïchi.	Aymar parlatapax kutt 'anxiwa.	entailment	ayr
Jïsa, nanakansti walja teleronakaw utji, ukat nayax uka tarjetakx sapa kutiw apnaqirïta, ukampis jichhax mä juk 'a qullqik mayt 'apxitu tarjeta de crédito ukat Texaco ukat Chevron ukanakar apnaqañataki, ukat yaqhipanakax janiw juk 'amp lurapkiti.	Walja radionakaw uka tarjeta apnaqapxi.	entailment	ayr
Jupa pachpaw sawkasitayna, k 'uchirt 'asitayna, ch 'amachasitayna.	Uka jaqix akatjamat jiwawayxi.	entailment	ayr
Uk ist 'asinsti, Tommyx mä muspharkañ lurañ amtayäna.	Tommy chacharux mä muspharkañ lurañ amtayäna.	entailment	ayr
Aka t 'aqa t 'aqachäwinx p'iqinchirinakamp irnaqirinakampiw irnaqatäni. Aka t 'aqa t 'aqachäwinx irnaqirinakamp irnaqirinakampiw irnaqatäni.	Aka t 'aqa t 'aqa arunakarjamax mä askichäwin phuqhasiwipax 21 urut 26 phaxsikamaw utjañapa.	entailment	ayr
Jaqinakaw taqi uka askichawinakanxa, nayrar sartawinakanxa, nayrar sartawinakanxa, nayrar sartawinakanxa.	Tecnología, metodología ukat calidad ecológica ukanakan nayrar sartäwipax jaqin luräwinakap tuqiw utji.	entailment	ayr
Wakichäwi ukatx waynanakan irnaqäwipa	Wayn tawaqunaka, irnaqirinaka.	entailment	ayr
¡Mä vaca qallur jalxatañkamaxa!	¡Khuchhipax t'unjatarakiwa!	entailment	ayr
Universidad de California, Irvine ukan yatiqirinakax arxayt 'apxiwa jan walt 'awinakax utjatapata jan walt 'awinakax utjatapata.	Yatiqirinakax jan walt'awinak utjatapatw arsusipxi, jach'a yatiqañ utanx jan walt'awinak utjatapatw arsusipxi.	entailment	ayr
Aka t 'aqa tuqin utjki uka iwxa arunakax yaqha kasta auditorías financieras ukatakis askichatarakiwa, kunjamti uka amtäwix utjki ukarjama.	Aka t 'aqa tuqin utjki uka iwxt 'anakax yaqha kasta auditorías financieras ukatakis askichatarakiwa.	entailment	ayr
Ukax chiqapunïskiwa.	Ukax chiqäskapuniwa.	entailment	ayr
Jumanakax yatipxtawa, walja lata apthapiñatix utjchi ukaxa, yaqhipax jiwasatakiw apthapipxani jan kuna jan walt'añas utjatap layku. Ukampisa, ¿kuns jumanakax uka lata apthapipxta?	¿ Kawkharus ukanak imarapxta?	entailment	ayr
¿Kunatsa ukham lurta?	¿ Kunatsa ukham lurta?	entailment	ayr
Inglaterra markax ch 'amañcht 'asiskakïnwa kunapachatix Borbón reyin ejercitopax Mallorca jach 'a marka katuntaskän ukja maranak tukuyaru.	Mallorca markax Bourbon ejerciton amparapankänwa, uka ch 'axwäwix tukusiñampïskänwa.	entailment	ayr
Mä kuti, jan ukax pä kutiw phunchhäwir sarañatak chʼamachastan.	Mä qawqha kutiw uka markar sarapxäyäta.	entailment	ayr
Janiw yatkäyätti qawqhsa ullañ munkayäta uka qillqataxat semántica aplicada tuqita, ukampirus yatiraktwa mä apnaqañaw wakisïna -- mä símbolo del símbolo, aka pachanxa.	Kunsa liytʼkäna uksa janiw sum yatkänti.	entailment	ayr
Aka yatiyawinakax jilïr irpirinakamp aruskipawinakat apst 'atawa, uka kipkarakiw qillqatanak uñakipawinakat apst 'ataraki, kawkir tamacht 'atanaktix uñakipt 'apkta ukanakan uñakipawinakap taypina.	Arxatirimp jiskt 'asiña, ukhamarak qillqatanak uñakipañaw yatiyañatak yanapt 'i.	entailment	ayr
Manq'atxasinxa, mä jach 'a lawat lurat wayucha jan ukax puerto satäkis ukax manq'atxa sum tukuyañatakiwa.	Madera o puerto ukax manq 'a tukuyañatak wali askiwa.	entailment	ayr
Amuyt 'añäni, 1987 maranxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxatañ utanxa, mä jach 'a yatxata	1987 maranxa, mä ch 'ama lurawiw lurasi, qullqi apthapiwinakan jan phuqhatap yatxatañataki, uka lurawinakax janiw imxatatäkänti.	entailment	ayr
Jïsa, uka películax janiw sinti jan walïkänti.	Uka películax wali sumänwa.	entailment	ayr
Ukspachaw arknaqirinakan arnaqasitanakap ist'äna, ukatsti juk'at juk'at arktäna.	Uka jaqix qhipapat jutaskiriruw ist 'i, ukat juk 'amp jalaraqi.	entailment	ayr
Teba markankir Nefertari reinaxa, Ramsés II chachan warmipawa, jupax wali suma k 'achachat amay imäwipaniwa (núm. 66) ukampirus janiw taqinis puripkiti.	Ukansti Ramsés II reyin Nefertari sat warmipaw ukankaski.	entailment	ayr
Monasterio de Rani (CUEVA 1 ) ukanx esculturas de elefantes, doncellas y bailarinas ukanakaw utji, ukampirus khaysa cavernas de ajanta y ellora ukanakanx janiw templos ni salas centrales ukanakas utjkiti.	Ajanta ukat Ellora uka putunakanx templonakamp yupaychañ utanakampiw utji.	entailment	ayr
Ukax wali askiwa, katjañatakix sapa mayniw yanapt'asiñapa.	Ukax walikiwa, katjañjamakiwa.	entailment	ayr
Ukanakampix taqi kunas sumaruw tukuwayxi.	Uka t 'ant 'a manq 'añax wakisiw.	entailment	ayr
Paul Krugman-ajj llätunk tunkani partew chʼamañchtʼitu jan kunani irnaqirinakar jachʼañchasa.	Paul Krugman-an jan kuna qullqin irnaqäwipat jallallt 'atapax wali askiwa.	entailment	ayr
Tommyx qhipat k 'uchirt 'asiriw mistuni.	Tommyjj wal colerasïna, suytʼirïtapatjja.	entailment	ayr
Mä arunxa, janiw nayan arsutaxampi juman arsuñamampix mayjäkiti.	Uka panpach qillqawinakax pachpakïskiwa.	entailment	ayr
¡Ukampis naya pachpaw ñanqhachasta!	Naya pachpaw ñanqhachasta.	entailment	ayr
Nayra maranxa, C.N.D. ukankirinakax janchi churirinakapatx 65% ukhapak jikxatapxäna.	CND ukankirinakax 65 por ciento markachirinakaruw janchipat wilañcha luqtapxi.	entailment	ayr
Jupax parlkäna ukkhax ajanupampiw uñkatasinkäna.	Jupaw uka arunak arskäna.	entailment	ayr
Nayraqat saraskakïwa, kuna qullqitix ukankani uk yatisa.	Mayt 'asïma, uka qullqix ukankaniwa.	entailment	ayr
Aka sistema de reporteo ukax mä jach'a yanapt'aw utjayi, ukampiw marka irpirinakasa, estado uksa, ukhamarak locales uksa chiqanakans kamachinakat arxatañatak yanapt'apxi, ukhamat markankirinakar kunjamas kamachinakax yanapt'asiski uk uñacht'ayañataki.	Mä wali aski herramientaw utji, uka herramientax comunidades uksan kuna servicios jurídicos ukanakas utji, ukanakamp yanapt'asiñatakiwa.	entailment	ayr
Director Sam Miller sutinix Lewis Hine-n jamuqanakaparuw uñt'ayi, uka jamuqanakax wali jisk 'achat ukhamarak wali jach 'a ch 'amanchataw uñjasi, phust 'at cadenanakampiw uñacht'ayi, ukax mä jisk 'a mistis misticismo ukamp uñacht'ayi.	Sam Miller-an luräwipax Lewis Hine-an amuyt 'ayatänwa.	entailment	ayr
Mä mapa ukanx p'iqinchatanakax mä regla mnemónica ukjamawa tratado de calentamiento global ukatak ukat yaqhip chiqanakas k 'ullk 'uchiwa.	Mä mapaw utji, ukansti yaqhip chiqanakax janiw sumäkxiti.	entailment	ayr
Ch 'ama tukuñäkaspas ukham amuytaxa.	Akapachan jakasiñatakix uka kipka janchinïñaw wakisi.	entailment	ayr
