premise	hypothesis	output	language
Umi cimarrón-kuérape oñeme 'ê autonomía ko 'ã área designada-pe omyengoviávo ani haguã omomýi térã oipytyvõ umi esclavo plantación-guápe.	Umi Cimarron-kuéra noñemokyre 'ỹi oipytyvõ hag̃ua umi esclavo plantación-guápe.	entailment	grn
Ojekuaaukava 'erã chupe.	Oñemoirũva 'erã chupe.	entailment	grn
Valores y normas de intercambio aplicando modificaciones a la Ley de Asesores de Inversión de 1940 (Articulo 203 a-2) Ko'ã mba'e omoañetéva ko'ã mba'e:	Reglamentación umi enmienda oñemoîva rehe.	entailment	grn
Ndoroguerekomo 'ãi ñe 'ẽ mokõime ko mba 'ére.	Ndorekói hikuái ñe 'ê mokôiha ko mba 'ére.	entailment	grn
Editorial osê peteî artículo de News &amp; amp;; omoherakuãva mbohapy kuñanguéra ha irundy mitãnguéra oñemosêvo hógagui 1328 Bedford Ave. -pe, oje'e orekoha mokõi decena violación de código.	Mbohapy kuñakarai ha irundy mitã oñemosê okáguio.	entailment	grn
Che rembirekópe noñeme 'êi bonos ha ore rovy 'a rohupytývo che cheque-kuéra che apensaháicha.	Javy 'aite jarekógui peteî cheque.	entailment	grn
Ikatuva 'ekue pe maniobra marcial imboriahuvéva Jon ohechava 'ekue.	Kóva ha 'e pe maniobra marcial ivaivéva Jon ohechava 'ekue.	entailment	grn
Estados Unidos-pe, haimete 67 por ciento emisiones anuales de so2 ha 25 por ciento emisiones de nox ha'e umi central eléctrica ojapóva combustible fósil.	Peteî tercio umi emisión de SO2 Estados Unidos-pe oúva ambue mba 'égui central eléctrica-gui.	entailment	grn
Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha	Ñañeha 'ã jajehekýi ha nañañemondevéi ha nañañeme 'ẽi pirapire.	entailment	grn
Gordon Smith omombe'u apañuãi orekóva irb rehe peteî estudio de bebida ha lesión barco-pe.	Gordon Smith omba 'apókuri peteî estudio-pe mba 'éichapa oje'u ha mba 'éichapa oñembyai ygaratápe.	entailment	grn
ISC he 'iháicha heta carta oïva upe tendáre, ndaipóri mágica número programa de servicios legales peteï estado-pe guarã térã modelo de entrega ha 'éva peteï estado-pe guarã.	Ndaha'éi opavave modelo de entrega omohendáva cada estado.	entailment	grn
Ohasávo umi ary oñemba 'apóva umi grupo de presión rehe, che impresión ha 'e negocio ha 'éva 80 por ciento.	Aréma añangareko umi grupo de presión rehe.	entailment	grn
Upéicha avei, Monte Charleston henyhẽ heta tape porãre; estación ranger ikatu ome'ẽve marandu (702 / 873-8800).	Monte Charleston oreko heta tape porã.	entailment	grn
Roñomongeta Consejo del Sector Privado, peteî organización servicio público oipytyvõva intercambio de conocimiento sector privado ha público.	Consejo del Sector Privado ha 'e peteĩ organización servicio público oipytyvõva intercambio de información sector privado ha público.	entailment	grn
Roha 'ârô vaekue.	Ndaha 'éi kuri oha 'ârôtava.	entailment	grn
Participante concurso harald aamodt omoñepyrû respuesta orekóva observación, ha'e umi inclusión animal de granja ojapóva oñeporandúva ko espectáculo oikéva sexo o violencia.	Harald Aamodt ha'e peteî participante concurso-pe.	entailment	grn
Ha'ete ku ikatúva oguata, pero oguatárõ 15 aravo'ive chemoñeñandu vai	Che ikatu aha, ha katu sapy 'aitépe añeñandu vai chugui.	entailment	grn
Oñepyrû excavación Pompeya-pe	Pompeya oñemyatyrõhína ha tembiapo oñepyrûma	entailment	grn
"""Rehejarei ñorairõ aja, eh?"""	Oheja reípa ichupe ñorairõ aja?	entailment	grn
Mbo 'ehára he 'i oma 'ẽ'ỹre hasývare.	Mbo 'ehára he 'i hasývape oho haguã vy 'ápe.	entailment	grn
Heta tupão ha tupão omokyre 'ÿva Roma-pe, Coliseo ha 'e upe byron ohenóiva Gladiador ñembosarái henyhêva tuguýgui ha ha 'éva símbolo tavaguasu tekove ijapyra 'ỹva.	Jepénte Roma-pe oî hetaiterei óga iporãitereíva, Coliseo ha'e pe ohechaukáva ko táva naturaleza eterno.	entailment	grn
Ha upeichaite oiko che rehe. Che ajedesidi che membykuéra michĩ aja aiko porãvetaha hógape hendivekuéra, añembotavy rangue añeha'ãvo ajapo opa mba'e oñondive.	Che apyta che rogaitépe che membykuéra ndive michĩrõguare.	entailment	grn
Jodie! artículo Allen ombohérava aumento de impuestos tuichavéva tembiasakuépe he 'i, ndorekóiva cuestionamiento, he 'íva Susan Molinari gobierno oguahëha 40 por ciento del PIB en impuestos.	Molinari he 'i gobierno oguahëha impuesto-gui 50% PIB.	entailment	grn
Siglo XIX pukukue panteón oscila estado secular ha consagrado, según persuasión política régimen ko'ágãgua.	Siglo XX pukukue, panteón osê va 'ekue secular ha consagrado-pe.	entailment	grn
Sí, aimo'ã ha'ekuéra omohu'ãmava'ekue sapy'aitépe ha katu avy'a reime haguére nde rógape aimo'ã ñañe'ẽta mba'érepa ñaimo'ã uh uh sa'i tapicha ovota jeporavo nacional ha sa'ive jeporavo local-pe	Aimo 'ã ñahesa 'ÿijóta mba 'érepa ndorekói heta tapicha ovotáva elecciones nacionales ha locales-pe.	entailment	grn
Tembiapo'ÿ opa ára oguejy.	Tembiapo'ÿ sa 'ive araka 'eve guaréicha.	entailment	grn
Ñangareko añónte.	Nde reikuaáma mba 'éichapa ojepy 'apy.	entailment	grn
Ha katu ore mba 'e Washington-pe, he 'i vernon jordan-pe, ohechaukávo pukavýpe ha peteî faja ben Franklin-gui.	Ha katu Washington ñane mba 'e, he 'i vernon jordan opukavy ha ohechauka orekóha heta pirapire.	entailment	grn
Umi kuimba 'e oho ha oñani hese gotyo ho 'a haguãnte oñekytĩvo ijurukuéra térã isyváre.	Ko 'ã kuimba 'e oje'e ojuhuhague chupe, ha katu ho 'ákuri ijyva poguýpe.	entailment	grn
Haimete opavave empresa radiotelefónica ndorekói 1.500 empleado, fcc oguahê conclusión ko 'ã licencia 1.479 ko 'ã bloque-pe oñeme 'êva umi empresa michîvévape.	Ko'ã empresa radiotelefónica oreko 1.500 mba'apohára, FCC omotenonde ha ome'ê licencia umi empresa michîvévape añónte.	entailment	grn
Táva ha 'éva Maharajas retã iñapysẽ iñapysẽ ymaguarére jasypa jave festival dussehra jave, ko'ã heredero umi mburuvicha ymaguare estado de Mysore-gua ojehechaukáva tape rupi itrónope dorado, ijerére umi elefante iporãitereíva.	Festival dussehra oiko jasypa jave peteî desfile ohecháva heta tapicha.	entailment	grn
Nueva York-pe, umi salario umi organismo de derecho público ikatu oguejy 32.000 dólar oñepyrûvo, pero heta puesto nivel de entrada oñepyrûva 40.000 dólar rupi.	Umi sueldo orekóva derecho público Nueva York-pe ikatu sa 'ive heta ambue puesto nivel de entrada-gui.	entailment	grn
Moõpa oĩ ta'angambyry?	Moõpa oĩ ta'angambyry?	entailment	grn
Térã sykuéra mitãnguérape reikuaáva ikatúgui ohasa sapy'ami	Térã sy imembývape ikatu hag̃uáicha oipuru itiémpo.	entailment	grn
Upémarô ojapókuri peteî movimiento iñambuéva ijati'ýre, peteî terrier ojerepáva ijehe.	Ha 'e omýi ijyva peteî terrier-icha.	entailment	grn
Oimeraêichagua ñemoambue ikatu mboyve oiko peteî candelabro movimiento rupive hetaiterei jerovia ha tradición oñehesa 'ÿijo ha oñemomba 'eva 'erâ.	Oñeporanduva 'erã ha oñemomba 'eva 'erã heta jeroviapy ha jepokuaa oñemoambue mboyve.	entailment	grn
Eszterhas ha'e peteî reminiscencia playboy hugh orekóva sentido exagerado oñemomba'eguasúva, ha'éva pontificando humorlessness hembiapópe.	Playboy-pegua hugh-icha, eszterhas oñemomba 'e ijehe ha omomba 'eguasu hembiapo.	entailment	grn
Upéicharõ, mba 'ére piko Helms ha Thurmond oreko peteî pase libre?	Oî porandu mba 'érepa thurmond ha helms oreko peteî pase libre.	entailment	grn
Iñe 'êndy ndojopýi karai Inglethorpe.	Ndorekói mba 'eveichagua jepy 'apy karai Inglethorp rehe.	entailment	grn
Ko'ã ambue socio ko subvención ha'e Universidad de Michigan, ome'êva servidor, ha nlada, ome'êva contenido ha asistencia técnica.	Ko'ã socio ko subvención-pe ha'e Universidad de Michigan	entailment	grn
Sí, che rembireko siémpre heʼi upéva.	Che rembireko he 'i upe ñe 'ê térâ upe ñe 'êtéva tapiaite.	entailment	grn
Crucero tuichavéva yvy ape ári oñemopyenda puerto-pe ha oiko chugui hotel ha atracción turística.	Peteî crucero kakuaa oîva puerto-pe.	entailment	grn
Oiméramo nde reimo 'ã fondo fiduciario ha 'eha peteĩ ficción contable (gobiernopegua odevéva ijehe, ohepyme 'ẽva interés, ha ohaíva cheque ha 'éva compromiso gobierno-pe g̃uarã fondo-gui oiko'ỹre), upéicharõ operación ha 'e peteî lavado total.	Oguerovia fondo fiduciario ha 'eha ficción he 'iséva upe transacción ha 'eha peteî lavado total.	entailment	grn
Arroz ha umi plato de pescado ha'e peteî parte sustancial dieta local.	Hetaiterei tembi'u ko tendagua ho'u pira ha arroz.	entailment	grn
Pero figura clave sultanato-pe ha'eva'ekue tun perak, bendahara (primer ministro) ha comandante militar.	Tun perak ha'eva'ekue comandante militar ha primer ministro.	entailment	grn
Vendedor ohenóiva peteĩ número ha uh... ha'e nde réra ha osê negativo ok porã ha eguerekóva ne mba'yru nde mba'yru upérõ ha upépe	Peteî vendedor ohenói peteî número ha nde réra ndoguerekói mba 'eve, reguereko peteî arma de fuego upérô.	entailment	grn
Fado niko tuichaiterei oñemomba 'e ojeroky haĝua, upévare umi pescador ha pastor regional-kuéra sapy 'ánte ombovy 'a ko'ã mba'e.	Sapy 'ánte hetave vy'a oikotevê fado ikatúgui oñemomba 'e guasu.	entailment	grn
Ndaikuaái ni peteî léi he 'íva ndaikatuiha amba 'apo che aipotáva che yvype.	Ndaikuaái ni peteî léi he 'íva ndaikatuiha amyakâ avavépe che aipotáva che yvýpe.	entailment	grn
Ko restaurante oikuave 'ê peteî menú porã umi plato de carne del medio oriente, especializado cordero-pe.	Ko bar oreko heta tembi'u Medio Oriente-gua.	entailment	grn
Sí, ahendu upéva.	Aikuaa porã upéva.	entailment	grn
Péro ¿ ojepoípa raʼe pe kaʼípe?	Ndajaikuaái pe café oñembohorypa térã nahániri.	entailment	grn
Ha ndépa ere upéva iñimportantetereiha?	Upéicharõ, ¿ reimoʼãpa upéva ideprovechoha?	entailment	grn
"- Gabriel he 'i chupe: "" Moõiko oime Susan? """	Gabriel oikuaase moõpa oĩ Susan.	entailment	grn
Hembiapo ha'eva'ekue prevención de abuso de drogas mbo'ehaópe, ojuhúva heta creencia social ha jurídica opu'ãva umi esfuerzo de educación prevención reheguápe.	Omba 'apo peteî programa de prevención de abuso de sustancias mbo 'ehaópe.	entailment	grn
Oh oh ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha	Péva pasatiempo ndahepýiri. umi material de arte ohupytypa?	entailment	grn
Um-Hum Chéverõ g̃uarã mbo'ehao oipuru sy ha túva ha túva oipuru mbo'ehao peteĩ excusa ramo	Mbo 'ehao oiporu túva ha sy he 'íva ha viceversa.	entailment	grn
Tommy opytákuri ipy'aguapýpe.	Tommy ndopytu 'uvéima.	entailment	grn
Ha katu peteî evento desastroso ha 'éva, chéve g̃uarã ndaha 'éi convincente peteî explicación ramo.	Naimo 'ãi ko evento desastroso ha 'eha peteî explicación convincente.	entailment	grn
Oikóramo upéva, umi demócrata ojejopyva 'erã omotenonde haguã batalla de confirmación peteî jey, omyatyrõ haguã puntuación hatch ndive.	Oî peteî marcador oñemohendava 'erâ umi demócrata ha hatch ndive.	entailment	grn
Oñeñandu Whittington oguahêhague.	Haʼe oimoʼã Whittington ojapo porã hague.	entailment	grn
Ndaikatúi kuri opaga upéva.	Ndaikatuvéima ajogua.	entailment	grn
"""Upéicharô roñembo'y amberes-pe"" aguyje karai Poirot-pe ko'ápe ko'â mandu'a angirûnguérape, che añemboja, ha roikuaauka inspector detective Japp-pe, ha'eva'ekue, iñirûnguérape, superintendente Summerhaye-pe""."	Ikatúma jajuhu chupe amberes-pe.	entailment	grn
Oh, upéva iporãiterei.	Tuichaiterei mba 'e.	entailment	grn
Upévare reikuaa che mandu'aha ára ha ára che tujaitereiha, katu um	Che tujáma ha sapy 'ánte che resarái.	entailment	grn
Nahániri, aimoʼã ndahechái hague.	Che ndahechái chupekuéra.	entailment	grn
Mitãrusukuérape ndahasýi ojeityvyro.	Mitãrusukuéra remimo 'ã ha 'e peteĩ apañuãi ikatúva pya 'e oñembohovái akãrapu 'ã rupive.	entailment	grn
Pe paquete entusiasta del tiempo omoherakuãva línea familiar mba'ére Bush ha'e republicano pe amplio apoyo orekóva umi negro ha hispano ha ipya'éva victoria de reelección omondýi partido republicano.	Oñemotenondévo umi tekove hũ ha hispano omoañete partido republicano.	entailment	grn
Amo ipahápe hesakã chéve aheja va 'erãha che rembiapokue 10 ary pukukue aja.	Aheja vaerãmo 'ã che rembiapokue.	entailment	grn
Uh, nda'iséi ha'e ohechaha peteî tembipuru ha'eháicha che	Che avei ahecha tembipuru ramo.	entailment	grn
Tuppence omoherakuã, ha kuñakarai Vandemeyer opu 'ã iguapyha árigui peteĩ diván michĩme ha pya 'e porã oñe 'ẽ asy vy 'águi.	Oñemoherakuãvo, opu 'ã vy 'ápe.	entailment	grn
Opu 'ã ha omomaitei Selena-pe oho mboyve.	Omomaitei Selena-pe oho mboyve.	entailment	grn
Umi lesión accidente vial-pe oñembohetave 1996 ha 1997 jave.	Ary 1996 ha 1997 jave okakuaave accidente de tráfico.	entailment	grn
Upéicha, atención primaria oñangarekova 'erã primer contacto rehe, avei atención integral ha continuo rehe.	Atención primaria ha 'e responsable heta mba 'e iñambuéva rehe.	entailment	grn
Upévare, ojeporúvo software jejuhu auditoría-pe, ojejesareko va 'erã ojejesareko hag̃ua umi norma de auditoría gubernamental oñemoneĩvape, ojehupytývo conclusión umi software jejuhu jejuhu rupive.	Ko'ã resultado software oiporúva ojejesareko va'erã ojeauditávo gobierno-pe.	entailment	grn
Ahechakuaa upéva.	Ahechakuaa upéva.	entailment	grn
Ko tenda oñemomba'eguasuvéva Hong Kong-pe umi artes escénicas-pe g̃uarã, ko edificio oje'e hese arquitectura fortaleza ha fachada sin ventanas.	Ko edificio, ha'éva Hong Kong tenda tenondegua artes escénicas-pe guarã, oje'e hese fachada sin ventanas ha arquitectura fortaleza-icha.	entailment	grn
Upévare ikatu amotenondeve pe cámara herida ojejokua ramóva rehe, ikatu hag̃uáicha umi mba 'e oimo 'ã porãve. Añeñandu vaieterei, ha upéi ome 'ẽ chéve pohã omboguejy hag̃ua pe mba 'embyasy.	Upe herida hasy peve ha 'e oipuru pohã.	entailment	grn
TABLE 1 (FILE 3 ) he 'i tiempo de transporte por pieza entregada ha 'eha 12.	Oî peteî tabla ohechaukáva operador tiempo pieza por pieza.	entailment	grn
Oñeimo 'ãháicha, ko fracción ikatúva oime barrio cuarto a octavo.	Ko fracción sa 'ive mitad-gui.	entailment	grn
Ko 'ã reporte anual oúvape oike va 'erã umi dato completo marandu tendencia rehegua.	Ko'ã reporte anual ikatu oguereko conjunto completo de dato.	entailment	grn
(Ko sótano ha'e avei tenda iporãvéva tembi'u hepy'ivéva rejuhúvagui restaurante-kuéra tape reheguápe.)	Jepiveguáicha oî tembi'u hypy'ûvéva sótano-pe umi restaurante calle-pegua rovake.	entailment	grn
Ko asalto, ipahápe, oipytyvõ ombopyahúvo guerra puk orekóva pdk ndive.	Ñorairõ puk ha pdk apytépe.	entailment	grn
Péicha rome 'ê sugerencia investigación ha práctica ojoajúva intervini eficazmente umi problema alcohol reheguáva situación emergencia-pe.	Ome 'ëva sugerencia mba 'éichapa investigación ikatu oike problema alcohol reheguápe.	entailment	grn
Kuarahy resẽ gotyo, sultán tipu Mysore-gua ha 'eva 'ekue peteĩ amenaza Madrás-pe guarã gobernador general Arthur Wellesley, futuro duque de Wellington, ojuka peve.	Pe amenaza oguerúva sultán tipu okañy Arthur Wellesley ohasávo hese.	entailment	grn
Washington ombotove evolución política Cuba-pe ha oñeha'ã omboyke Castro América Latina-pe.	Washington ombotove evolución política Cuba-pe.	entailment	grn
Mbohapyha sección Eilat, playa coral, ojeipyso 6 KM (3 millas) playa norte-gui, upévare reikotevêta transporte oguahê haguã upépe.	Coral Beach oikotevê transporte adicional oguahê haguã.	entailment	grn
Upévare, proceso de evaluación específico oguerekova 'erã en cuenta ko 'ã factor ojoajúva umi mba 'e ojeikuaáva fase inicial de evaluación aja.	Ko'ã mba 'e ojehechakuaava 'erã evaluación proceso-pe.	entailment	grn
Jepénte ko apañuãi financiero oïva, okakuaa presión ombopyahu haguã diseño de beneficios medicare itujáva.	Medicare oreko peteî diseño de beneficios itujáva ha oî gente omoambueséva.	entailment	grn
Yvyty rembe 'ýpe, oĩ tata.	Oiko tatarendy mombyry guive.	entailment	grn
Ñambyasýramo jepe ndajaikuaái.	Kóva ndaha 'éi mba 'e jaikuaáva.	entailment	grn
(diferencia entre las tasas dividida por el número de gramos en el intervalo de peso).	Ko'ã tarifa oñemboja'o número de gramos rehe.	entailment	grn
Ndaikatúi roipytyvõ, upévare reipytyvõva 'erã ndejupe.	Reñepytyvôva 'erâ ndejupevoi ndaikatúigui roipytyvô ndéve.	entailment	grn
Ndaikatúi ha 'e añeteha, aikuaa rupi heta tapichápe oñeha 'ãva 'ekue heta jey.	Aguerovia jarekoha idea iñambuéva mba 'eichaitépa oñehesa 'ỹijo tapicha.	entailment	grn
Kóva ndaha 'éi primera interrupción ipukuvéva inspección-kuérape.	Ko 'ã inspección py'ỹinte ojuhúva interrupción.	entailment	grn
Ko 'ãva ha 'ékuri umi ñorairõhára británico ipahague osẽva India-gui.	Ko 'ãva ha 'e umi tropa británico oïva 'ekue India-pe.	entailment	grn
¿Mba'e misión térã función ha'e pe adquisición de apoyo?	¿Mba'e propósito orekóva adquisición de apoyo?	entailment	grn
Ko'ágã, Illinois oreko peteî centro pro bono orekóva función omba'apóva umi programa organizado de bar y servicios legales omokyre'ÿvo participación ko'ã programa pro bono oîva, avei oipytyvõva omoheñóivo programa pro bono pyahu Illinois-pe.	Illinois oreko peteî centro pro bono	entailment	grn
Investigadores de la Reserva Federal he 'i, década de 1990 ñepyrûme, inversión Estados Unidos, oikehápe educación ha r&amp; d, oguejy porcentaje PIB guive década de 1970	Investigadores de la reserva federal ojuhu inversión EE.UU. oguejyha ohóvo.	entailment	grn
Jon oguerohory mayma tembi'u ho'úva, oñandúvo y'uhéi omokyre'ÿha ijuru ha ombohetia'e iñe'ê.	Jon oguerohoryva 'ekue hi 'upyrã hyakuã asýva.	entailment	grn
Péicha, campana del bebé, ombohováiva obstáculo económico ha técnico, ohejáva plan ramo ramo video rupive.	Baby bells ndoikevéima video-pe.	entailment	grn
Heta biógrafo-gui ojoavývo, [ Assouline ] ikatu ombojoavy kuñakarai opurahéiva ha purahéi, he 'i luc sante Nueva York-gua.	Assouline ha'e peteî biógrafo omba'apóva puraheiharakuéra ndive.	entailment	grn
Avei ohechauka colección desmorona'Sion'ha iñirûnguéra ohasáva museo jeu de paume, ko'ágã ojeporúva exposición temporal-pe guarã.	Oî peteî colección impresionista ojehechaukáva.	entailment	grn
Si, che ru okakuaa peteĩ kokuépe ha akóinte oguereko ka'aguy ha akóinte jareko verdura fresca ha añetehápe chegusta.	Che ru okakuaa peteĩ kokuépe.	entailment	grn
Curvas oñandúva.	Oîva 'ekue curva.	entailment	grn
Oĝuahê mboyve Tupence ome 'êkuri chofer-pe poha shillings, ha ha 'e ha Jane ojoajupa heta tapicha apytépe.	Tuppence ha Jane ojoaju heta tapicha ndive.	entailment	grn
Oguereko oportunidad oguapývo béisbol-pe sapy'a ha sapy'a ndereikuaáiramo reime preparado mbohapy entrada térã oimeraẽ mba'e	Oî oportunidad oguapývo peteî partido de béisbol nderejoguáivo mbohapy entrada.	entailment	grn
Jepémo upéicha, pe subvención cruzada oúva omoguahëvo opa hendápe ha umi precio ha frecuencia omoguahëva ha 'e pe aspecto oñemomba 'eguasuvéva omboguejývo obligaciones de uso universal ombotovéva liberalización.	Ko'ã precio oñeme'êva entrega-pe ha'e peteî cuestión importante chupekuéra g̃uarã.	entailment	grn
Ko ñembosarái guasuete.	Ko mymbakuéra jeroky.	entailment	grn
Ha ha 'ekuéra iporâiterei.	Iporãiterei.	entailment	grn
Aimo 'ã ha 'ekuéra oipotáha cinco minuto térã ambue mba 'e.	Ndorekói hikuái heta ára.	entailment	grn
Iñemoha 'anga ohasa peteî cambio curioso.	Hova iñambueterei.	entailment	grn
Departamento de Agricultura ha departamento de salud ha yvypóra rehegua	Oĩ heta departamento ikatúva ojehecha.	entailment	grn
Añetehápe, he 'i haguéicha, roha 'ãkuri ary ohasava 'ekuépe, ha ndorojapói porãi.	Oiméne ndojapói mba 'e porã ikatu haguãicha roñeha 'ã ary ohasava 'ekuépe.	entailment	grn
Ahecháva trineo-pe, karai.	Karai, haʼe oĩ vaʼekue upépe pe trígo ári.	entailment	grn
Orekórôguare ko'â jagua'i ha'e ojupi che sy ryepýpe, hupápe, oguereko jagua'i ha omombáy che sýpe.	Peteî jagua rajy omombáy che sy.	entailment	grn
Mba'ére piko peteî veterano ko unidad-gua oreko base oikuaávo número total desertor-kuéra Guerra de Vietnam pukukue?	Ikatúne piko ko veterano oreko conocimiento número total ohejáva guerra de Vietnam jave?	entailment	grn
Tapichakuéra oiporavo ha 'éramo jepe ijeheguirei.	Tapichakuéra akóinte oguerekóta jepy 'apy, taha 'e ha 'éva.	entailment	grn
Shuger ojehekýi ko'êmbotávo.	Ñembosaraipavẽ Araro'ýpe guare	entailment	grn
Ha'ekuéra hesarái upe mba'e añeteguágui opavave ojepy'amongeta upe mba'e oikóvare ha'e pe político oimeraẽ mba'e ojapo va'ekue upe oje'éva ha'ehague jejavy ojere ha iñirũ ikatu he'i:	Haʼekuéra hesarái jepi umi mbaʼe añeteguáre.	entailment	grn
Ko árape oñemotenonde transición umi Habsburgo Madrid ha expansión tavaguasu rey Borbón-kuéra.	Oiko peteĩ transición umi Habsburgo Madrid ha umi rey borbón.	entailment	grn
Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha	Umi léi de restricción de armas ñane retãme ikatu ndojeguerohorýi ambue tetãme.	entailment	grn
Wall Street avei ohecha pérdida orekóva inversión ramo.	Ko'ã pérdida ojehecha inversión ramo Wall Street-pe.	entailment	grn
Juez Scalia, omoirûva Presidente del Tribunal Supremo, Justicia O 'Connor, ha Juez Thomas ojoaju disidente ramo.	Cuatro juez ndojokupytýi upe opinión rehe.	entailment	grn
Oî heta controversia ha desarrollo significativo conocimiento teórico ha empírico omotenondéva encuesta CV ko'ã decenio ohasava'ekuépe.	Oî heta controversia ko'ã conocimiento teórico omotenondéva encuesta de currículum en la última década.	entailment	grn
Jepémo upéicha, umi crítico he'i pe mitãkuña'i oguerekova'ekue itúvagui jopói ñe'ẽporãhaipyre ha prosa [ha] ñe'ẽ ojejesareko porãva hese (Michiko Kakutani, the New York Times).	Ary 1970-pe sa 'ive oñeme 'ê ha ko aranduka ohechauka upéva.	entailment	grn
Ko término oike compra térã participación peteĩ préstamo ojapóva ambue prestamista.	Ko'ápe oike compra peteî préstamo ambue prestamista-gui.	entailment	grn
Ñahesa 'ỹijóvo tembiapo omboguejýva pago indebido, umi evaluación de riesgo ohechakuaa umi área problemática ha oñemoañete umi valor monetario ojehecháva umi apañuãi rehe.	Ikatu omboguejy pago indebido ojesarekóvo ko 'ã área problemática.	entailment	grn
Umi emisión de so2 ha nox generación de energía ombohovái atmósfera-pe omoheñóivo nitrato ha sulfato, ha'éva peteî fracción sustancial partícula fina (pm2).	So2 ha nox ombohovái ha omoheñói partícula fina omohendáva pm2.	entailment	grn
32902 omopyendáva nivel máximo viable modelo 1998	Oikotevê peteî 32902 ojuhúvo etiqueta máxima modelo año 1998-pe guarã.	entailment	grn
Héra, scotty, oîva 'erâ letra verde-pe yvóra guýpe.	Pe téra Scotty ojejuhu yvóra guýpe.	entailment	grn
Ha'ekuéra ndorekói vy'a ombohéravo Primera Guerra Mundial hygiene del mundo ramo.	Estándar de higiene sa 'i va 'ekue Primera Guerra Mundial jave.	entailment	grn
Aimo 'ã ha 'eha, pero pe alemán oñe 'ẽ sa 'ive ijeroviapy jepiveguágui.	Alemáña oñe 'ê py 'arorýpe jepiveguágui.	entailment	grn
Avei roguatáma heta programa internet rupive jahechávo umi programa orekóva ko 'ã entidad orekóva medida omboguejýva pago indebido.	Ojekuaa programa orekóva medida omboguejýva pago indebido.	entailment	grn
Sí, alee vaʼekue ha oiméne ndaleéi heta mbaʼe aipotáva.	Amoñe 'ê ha aipota hetave mba 'e ajapokuaa.	entailment	grn
Sí, umíva umi mba 'e ryguasu reheguáva reipurúva zapatilla casera de goma reheguáva, reikuaáva sóla reheguáva ani haguã reikuaa mba 'eve taha 'eha 'éva.	Ko 'ãva zapatilla ojejapóva tela de arroz-gui.	entailment	grn
Johnsen he 'i charlatán-pe heinemann ohechaukahague chupe Murphy ra 'anga ha he 'i, kóva ha 'e pe kuimba 'e omoheñóiva Murphy léi.	Heinemann ohechauka johnsen-pe peteî foto murph Murphy-gui.	entailment	grn
Tuicha castillo himeji ha 'e, sin duda, peteî tenda ojehecharamóva ko tendáre.	Himeji Castillo ha 'e peteĩ visión ndereipotáiva okañy.	entailment	grn
Ko'ã observación oñemog̃uahẽva electrónicamente iniciativa de simplificación administrativa de la HH ndive oñeñongatu automáticamente peteĩ base de datos-pe, ha ko'ã observación oñemoĩ disponible público-pe página web de la iniciativa rupive.	Sitio web de la iniciativa omoherakuã umi comentario ikatúva ohupyty público en general.	entailment	grn
Roñemboja 'o alquiler ko 'ágã, pero areko rire che título, añeha 'ã opaga alquiler ha ahejáta chupe toñangareko viru rehe.	Aĝuahêvo mbo'ehaógui, ame'êta ndéve che rendaguépe, romboja 'o rangue mokôive apytépe.	entailment	grn
Síno, oĩ vaʼekue pe kárselpe.	Oñemoîva'ekue prisionero-kuéra alfombra ári.	entailment	grn
Ko 'ágã oike hikuái ka'irãime.	Ko'ágã oguata hikuái ka'irãime.	entailment	grn
Ko'águi, umi tape gravilla ogueraháva honden (Santuario del santuario) -pe, oñehundiva'ekue umi incursión aérea ary 1945-pe ha oñemyatyrõva'ekue ary 1958-pe, ha museo imperial de la casa del tesoro.	Santuario del santuario oĩ museo imperial óga tesóro ypýpe.	entailment	grn
Upévare, pe revisión okakuaa peteĩ burocracia tuichaicháva ojeipysóva ohapejokóvo opaichagua injusticia.	Revisión oñemotenonde tuichave ikatu haguã opyta hekopete	entailment	grn
"""Che apensa nde ha'eha peteî enfermera"". ""Ha'e ndojapói, oho peteî esquina-pe oîháme peteî bola'i peteî sustancia cristalina hesakâva""."	Che aikuaa nde ha 'eha peteî enfermera profesional.	entailment	grn
Sand ha sun cuba añetehápe oreko, pero ko'ã visitante osêva playa-gui ojuhúta iporãitereíva ohasávo vacaciones entero oñenóva ijyva ári hotel rovái.	Cuba oreko yvy ha kuarahy.	entailment	grn
Ha'e peteî arapokôindy omba'apóta mbohapy ára ha che amba'apóta mokôi ára ha arapokôindy oúvape reikuaáta amba'apóta mbohapy ára ha ha'e omba'apóta mokôi ára.	Peteî arapokôindy aja amba 'apo mbohapy ára ha ha 'e omba 'apo mokôi ára, ha upéi roñemboja 'o.	entailment	grn
